house_num,year,agri,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,main_crop,acres,paddy_acres,sugar_acre,sesami_acres,nuts_acres,rice_harvest,sugar_harvest,sesami_harvest,nuts_harvest,sugartype,factory,irrigation,power_tiller,tractor,combine,nonagri_job
275,2015,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1
276,2006,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2007,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2008,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2009,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2010,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2011,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2012,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2013,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2014,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
276,2015,0,1,1,1,1,1,1,999,999,999,999,999,999,999,999,999,999,999,1,1,999,999,999,0
278,2006,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2007,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2008,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2009,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2010,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2011,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2012,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2013,0,1,0,0,0,1,0,1,5,5,0,999,999,475,0,999,999,999,999,1,3,3,3,0
278,2014,0,0,1,0,0,0,0,2,5,0,5,999,999,0,0,999,999,5,1,1,3,3,0,0
278,2015,0,0,1,0,0,0,0,2,5,0,5,999,999,0,60,999,999,5,1,1,3,3,0,0
279,2006,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2007,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2008,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2009,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2010,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2011,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2012,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2013,0,1,0,0,0,1,0,1,5,5,0,999,999,180,0,999,999,999,999,1,3,3,3,0
279,2014,0,1,1,0,0,1,0,1,5,4,1,999,999,150,0,999,999,5,1,1,3,3,3,0
279,2015,0,1,1,0,0,1,0,1,5,4,1,999,999,150,30,999,999,5,1,1,3,3,3,0
280,2006,0,1,0,1,0,0,0,1,5,5,0,2,0,500,0,0,0,999,999,1,3,3,3,0
280,2007,0,1,0,1,0,0,0,1,5,5,0,2,0,500,0,0,0,999,999,1,3,3,3,0
280,2008,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2009,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2010,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2011,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2012,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2013,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2014,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
280,2015,0,1,0,0,0,1,0,1,5,5,0,0,0,500,0,0,0,999,999,1,3,3,3,0
311,2006,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2007,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2008,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2009,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2010,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2011,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2012,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2013,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2014,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
311,2015,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2006,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2007,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2008,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2009,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2010,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2011,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2012,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2013,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2014,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
312,2015,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
314,2006,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,80,999,8,999,999,999,1,0,0,0,0
314,2007,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,90,999,9,999,999,999,1,0,0,0,0
314,2008,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,80,999,8,999,999,999,1,0,0,3,0
314,2009,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,80,999,9,999,999,999,1,0,0,3,0
314,2010,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,90,999,8,999,999,999,1,0,0,3,0
314,2011,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,80,999,9,999,999,999,1,0,0,3,0
314,2012,0,1,0,1,0,1,0,1,2.5,2.5,999,2.5,999,150,999,8,999,999,999,1,0,0,0,0
314,2013,1,999,999,999,999,999,0,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,1
314,2014,1,999,999,999,999,999,0,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,1
314,2015,1,999,999,999,999,999,0,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,1
315,2006,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2007,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2008,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2009,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2010,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2011,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2012,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2013,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2014,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
315,2015,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
334,2006,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2007,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2008,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2009,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2010,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2011,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2012,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2013,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2014,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
334,2015,0,1,0,0,0,1,0,1,1.5,1.5,0,0,0,200,0,0,0,0,999,1,3,3,3,0
366,2006,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2007,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2008,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2009,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2010,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2011,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2012,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2013,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2014,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
366,2015,0,0,0,0,0,0,1,6,2,999,999,999,999,999,999,999,999,999,999,1,0,0,0,1
367,2006,0,1,0,1,0,0,0,1,15,10,999,5,999,100,999,0,999,999,999,0,3,3,0,0
367,2007,0,1,0,1,0,0,0,1,15,10,999,5,999,100,999,0,999,999,999,0,3,3,0,0
367,2008,0,1,0,1,0,0,0,1,15,10,999,5,999,100,999,0,999,999,999,0,3,3,0,0
367,2009,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,100,5,20,3,1,0,3,3,0,0
367,2010,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,100,5,20,3,1,0,3,3,0,0
367,2011,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,100,5,20,4,1,0,3,3,0,0
367,2012,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,100,5,20,4,1,0,3,3,0,0
367,2013,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,100,3,20,5,1,0,3,3,0,0
367,2014,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,130,2,80,5,1,0,3,3,0,0
367,2015,0,0,1,1,1,0,0,2,10,999,7,1.5,1.5,999,140,7,0,5,1,0,3,3,0,0
368,2006,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2007,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2008,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2009,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2010,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2011,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2012,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,0,0
368,2013,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,3,0
368,2014,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,10,999,999,0,0,0,3,0
368,2015,0,1,0,1,1,0,0,1,10,5,999,2.5,2.5,150,999,30,5,999,999,0,0,0,3,0
384,2006,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2007,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2008,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2009,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2010,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2011,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2012,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2013,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2014,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
384,2015,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
385,2006,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
385,2007,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
385,2008,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
385,2009,0,1,0,0,0,0,1,1,4,4,0,0,0,165,0,0,999,0,0,1,3,3,3,0
385,2010,0,1,0,0,0,0,1,1,4,4,0,0,0,165,0,0,999,0,0,1,3,3,3,0
385,2011,0,1,0,0,0,0,1,1,4,4,0,0,0,165,0,0,999,0,0,1,3,3,3,0
385,2012,0,1,0,0,0,0,1,1,4,4,0,0,0,165,0,0,999,0,0,1,3,3,3,0
385,2013,0,1,0,0,0,0,1,1,4,4,0,0,0,165,0,0,999,0,0,1,3,3,3,0
385,2014,0,1,0,0,0,0,1,1,4,4,0,0,0,250,0,0,999,0,0,1,3,3,3,1
385,2015,0,1,1,1,0,0,1,1,4,2,2,1,999,100,20,12,999,6,1,1,3,3,3,1
391,2006,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2007,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2008,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2009,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2010,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2011,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2012,0,1,0,1,1,1,1,1,18,3,0,4,5,100,999,18,50,999,999,0,0,0,0,0
391,2013,0,1,1,1,1,1,1,2,18,3,6,3,1,100,80,3,22,5,1,0,0,0,0,0
391,2014,0,1,1,1,1,1,1,2,18,3,6,3,1,100,80,3,22,5,1,0,0,0,0,0
391,2015,0,1,1,1,1,1,1,2,18,3,6,3,1,120,80,0,22,5,1,0,0,0,0,0
396,2006,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
396,2007,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
396,2008,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
396,2009,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
396,2010,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
396,2011,1,0,0,0,1,0,0,4,4,0,999,999,4,999,999,999,50,999,999,0,0,0,0,1
396,2012,1,0,0,0,1,0,0,4,4,0,999,999,4,999,999,999,50,999,999,0,0,0,0,1
396,2013,1,1,0,0,1,0,0,1,9,5,999,999,4,210,999,999,50,999,999,0,0,0,0,1
396,2014,1,1,0,0,1,0,0,1,9,5,999,999,4,170,999,999,50,999,999,0,0,0,0,1
396,2015,1,1,0,0,1,0,0,1,9,5,999,999,4,180,999,999,20,999,999,0,0,0,0,1
397,2006,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2007,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2008,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2009,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2010,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2011,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2012,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2013,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2014,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
397,2015,0,1,0,0,1,0,0,1,10,6,999,999,4,170,999,999,50,999,999,0,0,0,0,0
398,2006,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2007,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2008,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2009,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2010,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2011,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2012,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2013,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
398,2014,0,1,0,0,0,0,0,1,2,2,999,999,999,70,999,999,999,999,999,0,0,0,0,1
398,2015,0,1,0,0,0,0,0,1,2,2,999,999,999,70,999,999,999,999,999,0,0,0,0,1
399,2006,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
399,2007,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
399,2008,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,4,15,999,999,1,0,0,0,1
399,2009,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,4,15,999,999,1,0,0,0,1
399,2010,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,4,15,999,999,1,0,0,0,1
399,2011,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,4,15,999,999,1,0,0,0,1
399,2012,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,4,15,999,999,1,0,0,0,1
399,2013,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,4,15,999,999,1,0,0,0,1
399,2014,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,2,15,999,999,1,0,0,0,1
399,2015,0,1,0,1,1,0,1,6,4,1,0,1,1,35,999,5,15,999,999,1,0,0,0,1
428,2006,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2007,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2008,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2009,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2010,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2011,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2012,0,1,0,0,0,1,1,1,10,5,999,999,999,420,999,999,999,999,999,1,1,0,0,1
428,2013,0,1,1,0,0,1,0,1,10,5,5,999,999,420,18.2,999,999,5,1,1,1,0,0,1
428,2014,0,1,1,0,0,1,0,1,10,5,5,999,999,420,18.2,999,999,5,1,1,1,0,3,1
428,2015,0,1,1,0,0,1,0,1,10,5,5,999,999,420,18.2,999,999,5,1,1,1,0,3,1
429,2006,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2007,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2008,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2009,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2010,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2011,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2012,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2013,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2014,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
429,2015,0,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
430,2006,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2007,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2008,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2009,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2010,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2011,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2012,0,1,0,0,0,1,0,1,20,20,999,999,999,400,999,999,999,999,999,0,1,0,0,0
430,2013,0,1,1,0,0,1,0,1,20,20,999,999,999,300,999,999,999,999,999,0,1,0,0,0
430,2014,0,1,1,0,0,1,0,1,20,19,1,999,999,500,0,999,999,5,1,0,1,0,3,0
430,2015,0,1,1,0,0,1,0,1,20,19,1,999,999,500,40,999,999,5,1,0,1,0,3,0
431,2006,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2007,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2008,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2009,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2010,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2011,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2012,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2013,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2014,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,0,0
431,2015,0,1,0,0,0,1,0,1,3,3,999,999,999,170,999,999,999,999,999,0,3,3,3,0
137,2006,0,1,0,1,0,1,1,1,20,20,0,20,999,999,999,999,999,999,999,1,1,1,1,0
137,2007,0,1,0,1,0,1,1,1,20,20,0,20,999,999,999,999,999,999,999,1,1,1,1,0
137,2008,0,1,0,1,0,1,1,1,20,20,0,20,999,999,999,999,999,999,999,1,1,1,1,0
137,2009,0,1,0,1,0,1,1,1,20,20,0,20,999,999,999,999,999,999,999,1,1,1,1,0
137,2010,0,1,0,1,0,1,1,1,20,20,0,20,999,999,999,999,999,999,999,1,1,1,1,0
137,2011,0,1,0,1,0,1,1,1,20,20,0,20,999,999,999,999,999,999,999,1,1,1,1,0
137,2012,0,1,0,1,0,1,1,1,20,20,0,20,999,750,999,20,999,999,999,1,1,1,1,0
137,2013,0,1,0,1,0,1,1,1,20,20,0,20,999,700,999,20,999,999,999,1,1,1,1,0
137,2014,0,1,1,1,0,1,0,1,20,15,5,15,999,800,250,23,999,6,1,1,1,1,1,0
137,2015,0,1,1,1,0,1,0,1,20,15,5,15,999,1000,125,25,999,6,1,1,1,1,1,0
138,2006,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2007,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2008,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2009,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2010,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2011,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2012,0,1,0,1,0,1,1,1,4,4,999,4,999,250,999,10,999,999,999,1,0,3,3,0
138,2013,0,1,0,1,0,1,1,1,4,4,999,4,999,200,999,10,999,999,999,1,0,3,3,0
138,2014,0,1,0,1,0,1,1,1,4,4,999,4,999,180,999,10,999,999,999,1,0,3,3,0
138,2015,0,1,0,1,0,1,1,1,4,4,999,4,999,300,999,10,999,999,999,1,0,3,3,0
139,2006,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
139,2007,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
139,2008,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
139,2009,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
139,2010,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
139,2011,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
139,2012,0,1,0,0,0,0,0,1,4,4,999,999,999,300,999,999,999,999,999,1,1,0,3,0
