house_num,id,year,working,agri,employed,workstyle
141,2,2015,1,0,0,0
141,3,2011,1,0,0,0
141,3,2012,1,0,0,0
141,3,2013,1,0,0,0
141,3,2014,1,0,0,0
141,3,2015,1,0,0,0
141,4,2011,1,0,0,0
141,4,2012,1,0,0,0
141,4,2013,1,0,0,0
141,4,2014,1,0,0,0
141,4,2015,1,0,0,0
142,1,2011,1,0,0,0
142,1,2012,1,0,0,0
142,1,2013,1,0,0,0
142,1,2014,1,0,0,0
142,1,2015,1,0,0,0
142,2,2011,1,1,1,0
142,2,2012,1,1,1,0
142,2,2013,1,1,1,0
142,2,2014,1,1,1,0
142,2,2015,1,1,1,0
142,3,2011,2,999,999,999
142,3,2012,2,999,999,999
142,3,2013,2,999,999,999
142,3,2014,2,999,999,999
142,3,2015,2,999,999,999
142,4,2011,3,999,999,999
142,4,2012,3,999,999,999
142,4,2013,3,999,999,999
142,4,2014,2,999,999,999
142,4,2015,2,999,999,999
143,1,2011,1,0,0,0
143,1,2012,1,0,0,0
143,1,2013,1,0,0,0
143,1,2014,1,0,0,0
143,1,2015,1,0,0,0
143,2,2011,1,0,0,0
143,2,2012,1,0,0,0
143,2,2013,1,0,0,0
143,2,2014,1,0,0,0
143,2,2015,1,0,0,0
143,3,2011,3,999,999,999
143,3,2012,3,999,999,999
143,3,2013,3,999,999,999
143,3,2014,3,999,999,999
143,3,2015,3,999,999,999
143,4,2011,3,999,999,999
143,4,2012,3,999,999,999
143,4,2013,3,999,999,999
143,4,2014,3,999,999,999
143,4,2015,3,999,999,999
143,5,2011,3,999,999,999
143,5,2012,3,999,999,999
143,5,2013,3,999,999,999
143,5,2014,3,999,999,999
143,5,2015,3,999,999,999
143,6,2011,1,0,0,0
143,6,2012,1,0,0,0
143,6,2013,1,0,0,0
143,6,2014,1,0,0,0
143,6,2015,1,0,0,0
153,1,2011,3,999,999,999
153,1,2012,3,999,999,999
153,1,2013,3,999,999,999
153,1,2014,3,999,999,999
153,1,2015,3,999,999,999
153,2,2011,3,999,999,999
153,2,2012,3,999,999,999
153,2,2013,3,999,999,999
153,2,2014,3,999,999,999
153,2,2015,3,999,999,999
153,3,2011,1,0,0,1
153,3,2012,1,0,0,1
153,3,2013,1,0,0,1
153,3,2014,1,0,0,1
153,3,2015,1,0,0,1
153,4,2011,3,999,999,999
153,4,2012,3,999,999,999
153,4,2013,3,999,999,999
153,4,2014,3,999,999,999
153,4,2015,3,999,999,999
153,5,2011,1,1,1,0
153,5,2012,1,1,1,0
153,5,2013,1,1,1,0
153,5,2014,1,1,1,0
153,5,2015,1,1,1,0
153,6,2011,1,0,0,1
153,6,2012,1,0,0,1
153,6,2013,1,0,0,1
153,6,2014,1,0,0,1
153,6,2015,1,0,0,1
153,7,2011,1,0,0,1
153,7,2012,1,0,0,1
153,7,2013,1,0,0,1
153,7,2014,1,0,0,1
153,7,2015,1,0,0,1
153,8,2011,0,999,999,999
153,8,2012,3,999,999,999
153,8,2013,3,999,999,999
153,8,2014,3,999,999,999
153,8,2015,3,999,999,999
153,9,2011,999,999,999,999
153,9,2012,999,999,999,999
153,9,2013,999,999,999,999
153,9,2014,999,999,999,999
153,9,2015,999,999,999,999
154,1,2011,1,0,0,0
154,1,2012,1,0,0,0
154,1,2013,1,0,0,0
154,1,2014,1,0,0,0
154,1,2015,1,0,0,0
154,2,2011,1,0,0,0
154,2,2012,1,0,0,0
154,2,2013,1,0,0,0
154,2,2014,1,0,0,0
154,2,2015,1,0,0,0
154,3,2011,2,999,999,999
154,3,2012,2,999,999,999
154,3,2013,2,999,999,999
154,3,2014,2,999,999,999
154,3,2015,2,999,999,999
154,4,2011,1,1,0,1
154,4,2012,1,1,0,1
154,4,2013,1,1,0,1
154,4,2014,1,1,0,1
154,4,2015,1,1,0,1
154,5,2011,1,1,1,0
154,5,2012,1,1,1,0
154,5,2013,1,1,1,0
154,5,2014,1,1,1,0
154,5,2015,1,1,1,0
155,1,2011,1,0,0,0
155,1,2012,1,0,0,0
155,1,2013,1,0,0,0
155,1,2014,1,0,0,0
155,1,2015,1,0,0,0
155,2,2011,1,0,0,0
155,2,2012,1,0,0,0
155,2,2013,1,0,0,0
155,2,2014,1,0,0,0
155,2,2015,1,0,0,0
155,3,2011,2,999,999,999
155,3,2012,2,999,999,999
155,3,2013,2,999,999,999
155,3,2014,2,999,999,999
155,3,2015,2,999,999,999
156,1,2011,1,0,0,0
156,1,2012,1,0,0,0
156,1,2013,1,0,0,0
156,1,2014,1,0,0,0
156,1,2015,1,0,0,0
156,2,2011,1,0,0,0
156,2,2012,1,0,0,0
156,2,2013,1,0,0,0
156,2,2014,1,0,0,0
156,2,2015,1,0,0,0
156,3,2011,2,999,999,999
156,3,2012,2,999,999,999
156,3,2013,2,999,999,999
156,3,2014,2,999,999,999
156,3,2015,2,999,999,999
156,4,2011,2,999,999,999
156,4,2012,2,999,999,999
156,4,2013,2,999,999,999
156,4,2014,2,999,999,999
156,4,2015,2,999,999,999
156,5,2011,3,999,999,999
156,5,2012,3,999,999,999
156,5,2013,3,999,999,999
156,5,2014,3,999,999,999
156,5,2015,3,999,999,999
159,1,2011,1,0,0,0
159,1,2012,1,0,0,0
159,1,2013,1,0,0,0
159,1,2014,1,0,0,0
159,1,2015,1,0,0,0
159,2,2011,1,0,0,0
159,2,2012,1,0,0,0
159,2,2013,1,0,0,0
159,2,2014,1,0,0,0
159,2,2015,3,999,999,999
159,3,2011,3,999,999,999
159,3,2012,3,999,999,999
159,3,2013,3,999,999,999
159,3,2014,3,999,999,999
159,3,2015,3,999,999,999
160,1,2011,1,0,0,0
160,1,2012,1,0,0,0
160,1,2013,1,0,0,0
160,1,2014,1,0,0,0
160,1,2015,1,0,0,0
160,2,2011,1,0,0,0
160,2,2012,1,0,0,0
160,2,2013,1,0,0,0
160,2,2014,1,0,0,0
160,2,2015,1,0,0,0
160,3,2011,1,0,0,0
160,3,2012,1,0,0,0
160,3,2013,1,0,0,0
160,3,2014,1,0,0,0
160,3,2015,1,0,0,0
160,4,2011,1,0,0,0
160,4,2012,1,0,0,0
160,4,2013,1,0,0,0
160,4,2014,1,0,0,0
160,4,2015,1,0,0,0
160,5,2011,1,0,0,0
160,5,2012,1,0,0,0
160,5,2013,1,0,0,0
160,5,2014,1,0,0,0
160,5,2015,1,0,0,0
160,6,2011,2,999,999,999
160,6,2012,2,999,999,999
160,6,2013,1,0,0,0
160,6,2014,1,0,0,0
160,6,2015,1,0,0,0
160,7,2011,999,999,999,999
160,7,2012,999,999,999,999
160,7,2013,999,999,999,999
160,7,2014,999,999,999,999
160,7,2015,999,999,999,999
161,1,2011,1,0,0,0
161,1,2012,1,0,0,0
161,1,2013,1,0,0,0
161,1,2014,1,0,0,0
161,1,2015,1,0,0,0
161,2,2011,3,999,999,999
161,2,2012,3,999,999,999
161,2,2013,3,999,999,999
161,2,2014,3,999,999,999
161,2,2015,3,999,999,999
161,3,2011,2,999,999,999
161,3,2012,2,999,999,999
161,3,2013,2,999,999,999
161,3,2014,2,999,999,999
161,3,2015,2,999,999,999
210,1,2011,1,1,0,0
210,1,2012,1,1,0,0
210,1,2013,1,1,0,0
210,1,2014,1,1,0,0
210,1,2015,1,1,0,0
210,2,2011,1,1,0,0
210,2,2012,1,1,0,0
210,2,2013,1,1,0,0
210,2,2014,1,1,0,0
210,2,2015,1,1,0,0
210,3,2011,2,999,999,999
210,3,2012,2,999,999,999
210,3,2013,2,999,999,999
210,3,2014,2,999,999,999
210,3,2015,2,999,999,999
243,1,2011,1,0,0,0
243,1,2012,1,0,0,0
243,1,2013,1,0,0,0
243,1,2014,1,0,0,0
243,1,2015,1,0,0,0
243,2,2011,1,0,0,0
243,2,2012,1,0,0,0
243,2,2013,1,0,0,0
243,2,2014,1,0,0,0
243,2,2015,1,0,0,0
243,3,2011,1,0,0,0
243,3,2012,1,0,0,0
243,3,2013,1,0,0,0
243,3,2014,1,0,0,0
243,3,2015,1,0,0,0
243,4,2011,2,999,999,999
243,4,2012,1,0,0,999
243,4,2013,1,0,0,999
243,4,2014,1,0,0,999
243,4,2015,1,0,0,999
243,5,2011,2,999,999,999
243,5,2012,1,0,0,999
243,5,2013,1,0,0,999
243,5,2014,1,0,0,999
243,5,2015,1,0,0,999
243,6,2011,3,999,999,999
243,6,2012,2,999,999,999
243,6,2013,2,999,999,999
243,6,2014,2,999,999,999
243,6,2015,2,999,999,999
243,7,2011,1,0,0,999
243,7,2012,1,0,0,999
243,7,2013,1,0,0,999
243,7,2014,1,0,0,999
243,7,2015,1,0,0,999
243,8,2011,2,999,999,999
243,8,2012,2,999,999,999
243,8,2013,2,999,999,999
243,8,2014,2,999,999,999
243,8,2015,2,999,999,999
310,1,2011,1,0,0,0
310,1,2012,1,0,0,0
310,1,2013,1,0,0,0
310,1,2014,1,0,0,0
310,1,2015,1,0,0,0
310,2,2011,1,0,0,0
310,2,2012,1,0,0,0
310,2,2013,1,0,0,0
310,2,2014,1,0,0,0
310,2,2015,1,0,0,0
310,3,2011,2,999,999,999
310,3,2012,2,999,999,999
310,3,2013,2,999,999,999
310,3,2014,1,0,0,999
310,3,2015,1,0,0,999
326,1,2011,1,0,1,2
326,1,2012,1,0,1,2
326,1,2013,1,0,1,2
326,1,2014,1,0,1,2
326,1,2015,1,0,1,2
326,2,2011,3,999,999,999
326,2,2012,3,999,999,999
326,2,2013,3,999,999,999
326,2,2014,3,999,999,999
326,2,2015,3,999,999,999
326,3,2011,1,0,1,2
326,3,2012,1,0,1,2
326,3,2013,1,0,1,2
326,3,2014,1,0,1,2
326,3,2015,1,0,1,2
327,1,2011,1,0,0,0
327,1,2012,1,0,0,0
327,1,2013,1,0,0,0
327,1,2014,1,0,0,0
327,1,2015,1,0,0,0
327,2,2011,1,0,0,0
327,2,2012,1,0,0,0
327,2,2013,1,0,0,0
327,2,2014,1,0,0,0
327,2,2015,1,0,0,0
327,3,2011,2,999,999,999
327,3,2012,2,999,999,999
327,3,2013,2,999,999,999
327,3,2014,2,999,999,999
327,3,2015,2,999,999,999
328,1,2011,1,0,1,2
328,1,2012,1,0,1,2
328,1,2013,1,0,1,2
328,1,2014,1,0,1,2
328,1,2015,1,0,1,2
328,2,2011,1,0,1,2
328,2,2012,1,0,1,2
328,2,2013,1,0,1,2
328,2,2014,1,0,1,2
328,2,2015,1,0,1,2
328,3,2011,3,999,999,999
328,3,2012,3,999,999,999
328,3,2013,3,999,999,999
328,3,2014,3,999,999,999
328,3,2015,3,999,999,999
329,1,2011,1,1,1,2
329,1,2012,1,1,1,2
329,1,2013,1,1,1,2
329,1,2014,1,1,1,2
329,1,2015,1,1,1,2
329,2,2011,1,1,1,2
329,2,2012,1,1,1,2
329,2,2013,1,1,1,2
329,2,2014,1,1,1,2
329,2,2015,1,1,1,2
329,3,2011,2,999,999,999
329,3,2012,2,999,999,999
329,3,2013,2,999,999,999
329,3,2014,2,999,999,999
329,3,2015,1,1,1,2
329,4,2011,2,999,999,999
329,4,2012,2,999,999,999
329,4,2013,2,999,999,999
329,4,2014,2,999,999,999
329,4,2015,1,1,1,2
338,1,2011,1,0,0,999
338,1,2012,1,0,0,999
338,1,2013,1,0,0,999
338,1,2014,1,0,0,999
338,1,2015,1,0,0,999
338,2,2011,1,0,0,999
338,2,2012,1,0,0,999
338,2,2013,1,0,0,999
338,2,2014,1,0,0,999
338,2,2015,1,0,0,999
338,3,2011,1,0,1,2
338,3,2012,1,0,1,2
338,3,2013,1,0,1,2
338,3,2014,1,0,1,2
338,3,2015,1,0,1,2
338,4,2011,2,999,999,999
338,4,2012,2,999,999,999
338,4,2013,2,999,999,999
338,4,2014,3,999,999,999
338,4,2015,3,999,999,999
348,1,2011,1,0,0,1
348,1,2012,1,0,0,1
348,1,2013,1,0,0,1
348,1,2014,1,0,0,1
348,1,2015,1,0,0,1
348,2,2011,1,1,0,0
348,2,2012,1,1,0,0
348,2,2013,1,1,0,0
348,2,2014,1,1,0,0
348,2,2015,1,1,0,0
348,3,2011,2,999,999,999
348,3,2012,2,999,999,999
348,3,2013,2,999,999,999
348,3,2014,2,999,999,999
348,3,2015,2,999,999,999
348,4,2011,3,999,999,999
348,4,2012,3,999,999,999
348,4,2013,3,999,999,999
348,4,2014,3,999,999,999
348,4,2015,3,999,999,999
349,1,2011,1,1,1,2
349,1,2012,1,1,1,2
349,1,2013,1,1,1,2
349,1,2014,1,1,1,2
349,1,2015,1,1,1,2
349,2,2011,1,1,1,2
349,2,2012,1,1,1,2
349,2,2013,1,1,1,2
349,2,2014,1,1,1,2
349,2,2015,1,1,1,2
349,3,2011,2,999,999,999
349,3,2012,2,999,999,999
349,3,2013,2,999,999,999
349,3,2014,2,999,999,999
349,3,2015,1,1,1,2
350,1,2011,1,1,0,2
350,1,2012,1,1,0,2
350,1,2013,1,1,0,2
350,1,2014,1,1,0,2
350,1,2015,1,1,0,2
351,2,2011,3,999,999,999
351,2,2012,3,999,999,999
351,2,2013,3,999,999,999
351,2,2014,3,999,999,999
351,2,2015,3,999,999,999
351,3,2011,1,0,1,1
351,3,2012,1,0,1,1
351,3,2013,1,0,1,1
351,3,2014,1,0,1,1
351,3,2015,1,0,1,1
351,4,2011,3,999,999,999
351,4,2012,3,999,999,999
351,4,2013,2,999,999,999
351,4,2014,2,999,999,999
351,4,2015,2,999,999,999
352,1,2011,1,0,1,1
352,1,2012,1,0,1,1
352,1,2013,1,0,1,1
352,1,2014,1,0,1,1
352,1,2015,1,0,1,1
352,2,2011,1,0,1,1
352,2,2012,1,0,1,1
352,2,2013,1,0,1,1
352,2,2014,1,0,1,1
352,2,2015,1,0,1,1
352,3,2011,3,999,999,999
352,3,2012,3,999,999,999
352,3,2013,2,999,999,999
352,3,2014,2,999,999,999
352,3,2015,2,999,999,999
353,1,2011,3,999,999,999
353,1,2012,3,999,999,999
353,1,2013,3,999,999,999
353,1,2014,3,999,999,999
353,1,2015,3,999,999,999
353,2,2011,1,0,1,2
353,2,2012,1,0,1,2
353,2,2013,1,0,1,2
353,2,2014,1,0,1,2
353,2,2015,1,0,1,2
353,3,2011,1,0,1,2
353,3,2012,1,0,1,2
353,3,2013,1,0,1,2
353,3,2014,1,0,1,2
353,3,2015,1,0,1,2
353,4,2011,2,999,999,999
353,4,2012,2,999,999,999
353,4,2013,2,999,999,999
353,4,2014,2,999,999,999
353,4,2015,2,999,999,999
353,5,2011,3,999,999,999
353,5,2012,3,999,999,999
353,5,2013,3,999,999,999
353,5,2014,3,999,999,999
353,5,2015,3,999,999,999
375,1,2011,1,0,0,1
375,1,2012,1,0,0,1
375,1,2013,1,0,0,1
375,1,2014,1,0,0,1
375,1,2015,1,0,0,1
375,2,2011,3,999,999,999
375,2,2012,3,999,999,999
375,2,2013,3,999,999,999
375,2,2014,3,999,999,999
375,2,2015,3,999,999,999
438,1,2011,1,0,0,1
438,1,2012,1,0,0,1
438,1,2013,1,0,0,1
438,1,2014,1,0,0,1
438,1,2015,1,0,0,1
438,2,2011,1,0,0,1
438,2,2012,1,0,0,1
438,2,2013,1,0,0,1
438,2,2014,1,0,0,1
438,2,2015,1,0,0,1
438,3,2011,2,999,999,999
438,3,2012,2,999,999,999
438,3,2013,2,999,999,999
438,3,2014,2,999,999,999
438,3,2015,2,999,999,999
439,1,2011,1,0,0,1
439,1,2012,1,0,0,1
439,1,2013,1,0,0,1
439,1,2014,1,0,0,1
439,1,2015,1,0,0,1
439,2,2011,3,999,999,999
439,2,2012,3,999,999,999
439,2,2013,3,999,999,999
439,2,2014,3,999,999,999
439,2,2015,3,999,999,999
439,3,2011,1,0,0,1
439,3,2012,1,0,0,1
439,3,2013,1,0,0,1
439,3,2014,1,0,0,1
439,3,2015,1,0,0,1
440,1,2011,1,1,0,0
440,1,2012,1,1,0,0
440,1,2013,1,1,0,0
440,1,2014,1,1,0,0
440,1,2015,1,1,0,0
440,2,2011,1,0,0,1
440,2,2012,1,0,0,1
440,2,2013,1,0,0,1
440,2,2014,1,0,0,1
440,2,2015,1,0,0,1
440,3,2011,3,999,999,999
440,3,2012,3,999,999,999
440,3,2013,3,999,999,999
440,3,2014,3,999,999,999
440,3,2015,2,999,999,999
75,1,2011,1,0,0,999
75,1,2012,1,0,0,999
75,1,2013,1,0,0,999
75,1,2014,1,0,0,999
75,1,2015,1,0,0,999
75,2,2011,1,0,0,999
75,2,2012,1,0,0,999
75,2,2013,1,0,0,999
75,2,2014,1,0,0,999
75,2,2015,1,0,0,999
75,3,2011,1,0,0,999
75,3,2012,1,0,0,999
75,3,2013,1,0,0,999
75,3,2014,1,0,0,999
75,3,2015,1,0,0,999
75,4,2011,2,999,999,999
75,4,2012,2,999,999,999
75,4,2013,2,999,999,999
75,4,2014,2,999,999,999
75,4,2015,2,999,999,999
75,5,2011,2,999,999,999
75,5,2012,2,999,999,999
75,5,2013,2,999,999,999
75,5,2014,2,999,999,999
75,5,2015,2,999,999,999
76,1,2011,1,0,0,999
76,1,2012,1,0,0,999
76,1,2013,1,0,0,999
76,1,2014,1,0,0,999
76,1,2015,1,0,0,999
76,2,2011,1,0,0,999
76,2,2012,1,0,0,999
76,2,2013,1,0,0,999
76,2,2014,1,0,0,999
76,2,2015,1,0,0,999
78,1,2011,1,1,1,2
78,1,2012,1,1,1,2
78,1,2013,1,1,1,2
78,1,2014,1,1,1,2
78,1,2015,1,1,1,2
78,2,2011,3,999,999,999
78,2,2012,3,999,999,999
78,2,2013,3,999,999,999
78,2,2014,3,999,999,999
78,2,2015,3,999,999,999
78,3,2011,3,999,999,999
78,3,2012,3,999,999,999
78,3,2013,3,999,999,999
78,3,2014,3,999,999,999
78,3,2015,3,999,999,999
78,1,2011,1,1,1,2
78,1,2012,1,1,1,2
78,1,2013,1,1,1,2
78,1,2014,1,1,1,2
78,1,2015,1,1,1,2
78,2,2011,3,999,999,999
78,2,2012,3,999,999,999
78,2,2013,3,999,999,999
78,2,2014,3,999,999,999
78,2,2015,3,999,999,999
78,3,2011,3,999,999,999
78,3,2012,3,999,999,999
78,3,2013,3,999,999,999
78,3,2014,3,999,999,999
78,3,2015,3,999,999,999
127,1,2011,1,0,0,999
127,1,2012,1,0,0,999
127,1,2013,1,0,0,999
127,1,2014,1,0,0,999
127,1,2015,1,0,0,999
127,1,2011,1,0,0,999
127,1,2012,1,0,0,999
127,1,2013,1,0,0,999
127,1,2014,1,0,0,999
127,1,2015,1,0,0,999
128,1,2011,1,0,1,999
128,1,2012,1,0,1,999
128,1,2013,1,0,1,999
128,1,2014,1,0,1,999
128,1,2015,1,0,1,999
128,1,2011,1,0,1,999
128,1,2012,1,0,1,999
128,1,2013,1,0,1,999
128,1,2014,1,0,1,999
128,1,2015,1,0,1,999
128,2,2011,1,0,1,999
128,2,2012,1,0,1,999
128,2,2013,1,0,1,999
128,2,2014,1,0,1,999
128,2,2015,1,0,1,999
128,3,2011,1,0,1,999
128,3,2012,1,0,1,999
128,3,2013,1,0,1,999
128,3,2014,1,0,1,999
128,3,2015,1,0,1,999
128,4,2011,2,999,999,999
128,4,2012,2,999,999,999
128,4,2013,2,999,999,999
128,4,2014,2,999,999,999
128,4,2015,2,999,999,999
128,5,2011,2,999,999,999
128,5,2012,2,999,999,999
128,5,2013,2,999,999,999
128,5,2014,2,999,999,999
128,5,2015,2,999,999,999
128,6,2011,1,0,1,999
128,6,2012,1,0,1,999
128,6,2013,1,0,1,999
128,6,2014,1,0,1,999
128,6,2015,1,0,1,999
129,1,2011,3,999,999,999
129,1,2012,3,999,999,999
129,1,2013,3,999,999,999
129,1,2014,3,999,999,999
129,1,2015,3,999,999,999
129,2,2011,3,999,999,999
129,2,2012,3,999,999,999
129,2,2013,3,999,999,999
129,2,2014,3,999,999,999
129,2,2015,3,999,999,999
129,3,2011,1,0,1,999
129,3,2012,1,0,1,999
129,3,2013,1,0,1,999
129,3,2014,1,0,1,999
129,3,2015,1,0,1,999
129,4,2011,1,0,1,999
129,4,2012,1,0,1,999
129,4,2013,1,0,1,999
129,4,2014,1,0,1,999
129,4,2015,1,0,1,999
129,5,2011,3,999,999,999
129,5,2012,3,999,999,999
129,5,2013,3,999,999,999
129,5,2014,3,999,999,999
129,5,2015,3,999,999,999
129,1,2011,999,999,999,999
129,1,2012,999,999,999,999
129,1,2013,999,999,999,999
129,1,2014,999,999,999,999
129,1,2015,999,999,999,999
129,2,2011,999,999,999,999
129,2,2012,999,999,999,999
129,2,2013,999,999,999,999
129,2,2014,999,999,999,999
