house_num,id,family,gendar,age,household,married,ethnicity,elementary,junior,high,university,monestary,health,cold,chronic,together,hours
430,4,8,1,11,0,0,2,5,4,2,0,0,2,2,0,0,0
431,1,2,1,64,0,1,2,4,0,0,0,0,2,3,0,0,3
431,2,7,1,91,1,1,2,0,0,0,0,10,2,3,1,0,0
431,3,5,1,58,0,0,2,5,0,0,0,0,2,3,0,0,0
137,1,1,0,63,1,1,2,5,0,0,0,0,2,1,1,1,10
137,2,2,1,63,0,1,2,5,0,0,0,0,2,1,1,1,10
137,3,4,0,38,0,1,2,5,2,0,0,0,1,0,0,1,10
137,4,8,1,30,0,1,2,5,0,0,0,0,1,0,0,1,10
137,5,8,0,14,0,0,2,5,2,0,0,0,1,0,0,999,999
138,1,1,0,40,1,1,2,5,0,0,0,0,1,0,0,1,10
138,2,2,1,40,0,1,2,5,4,2,0,0,1,0,0,1,10
138,3,3,1,17,0,0,2,5,4,2,1,0,1,0,0,1,999
138,4,4,0,13,0,0,2,5,1,0,0,0,1,0,0,999,999
139,1,1,0,37,1,1,2,5,4,2,0,0,1,0,0,1,7
139,2,2,1,37,0,1,2,5,0,0,0,0,1,0,0,0,999
139,3,3,1,13,0,0,2,5,2,0,0,0,1,0,0,0,999
140,1,1,0,49,1,1,2,5,0,0,0,0,4,4,1,1,6
140,2,2,1,35,0,1,2,5,0,0,0,0,1,1,0,999,999
140,3,4,0,21,0,0,2,5,4,2,0,0,1,1,0,1,6
141,1,1,0,74,0,1,2,5,0,0,0,0,4,1,1,999,999
141,2,2,1,64,0,1,2,5,0,0,0,0,3,1,0,999,999
141,3,8,0,60,0,0,2,5,1,0,0,0,2,1,0,999,999
141,4,3,1,37,0,0,2,5,4,2,2,0,2,1,0,999,999
141,5,3,1,33,0,0,2,5,4,2,2,0,2,1,0,999,999
141,6,4,0,27,1,1,2,5,4,2,0,0,1,1,0,1,8
141,7,8,1,26,0,1,2,5,4,2,3,0,1,1,0,1,8
141,8,8,1,2,0,0,2,999,999,999,999,999,1,1,0,999,999
142,1,1,0,49,1,1,2,5,4,2,4,0,2,2,0,1,8
142,2,2,1,45,0,1,2,5,1,0,0,0,2,2,0,999,999
142,3,4,0,12,0,0,2,5,3,0,0,0,1,2,0,999,999
181,1,2,1,85,1,1,2,5,0,0,0,0,2,2,0,1,5.5
181,2,3,1,60,0,0,2,5,0,0,0,0,2,2,0,1,5.5
181,3,3,1,55,0,0,2,5,0,0,0,0,2,2,0,1,5.5
181,4,3,1,50,0,0,2,5,0,0,0,0,2,2,0,1,5.5
181,5,3,1,47,0,0,2,5,4,2,0,0,2,2,0,1,5.5
182,1,2,1,60,0,1,2,5,0,0,0,0,2,2,0,1,4.5
182,2,1,0,58,1,1,2,5,4,2,0,0,2,2,0,1,4.5
182,3,3,1,27,0,0,2,5,4,2,3,0,2,2,0,0,0
182,4,4,0,24,0,0,2,5,4,2,0,0,2,2,0,1,4.5
183,1,1,0,38,1,1,2,5,4,2,3,0,2,1,0,1,8
183,2,2,1,39,0,1,1,5,4,0,0,0,2,0,0,1,8
183,3,4,0,6,0,0,2,1,0,0,0,0,2,4,0,0,0
184,1,2,1,24,0,1,2,5,4,2,0,0,2,2,0,1,7
184,2,1,0,32,1,1,2,5,4,2,0,0,2,2,0,1,7
184,3,3,1,5,0,0,2,0,0,0,0,0,2,2,0,0,0
185,1,2,1,56,1,1,2,5,0,0,0,0,3,4,1,1,6
185,2,4,0,8,0,0,2,5,0,0,0,0,3,3,0,0,0
185,3,3,1,30,0,1,2,5,0,0,0,0,3,4,0,1,0
185,4,3,1,5,0,0,2,1,0,0,0,0,3,2,0,0,0
211,1,8,0,36,0,1,2,5,3,2,0,0,2,2,0,1,8
211,2,1,0,76,1,1,2,5,0,0,0,0,2,2,0,0,0
211,3,2,1,75,0,1,2,5,0,0,0,0,2,2,0,0,0
211,4,3,1,41,0,1,2,5,0,0,0,0,2,2,0,1,8
212,1,3,1,48,0,0,2,5,3,1,0,0,2,1,0,1,5
212,2,3,1,43,0,0,2,5,0,0,0,0,2,5,0,1,5
212,3,2,0,76,1,1,2,5,0,0,0,0,2,4,0,0,0
212,4,8,0,13,0,0,2,5,3,0,0,0,2,10,0,0,0
213,1,1,0,43,1,1,2,5,0,0,0,0,2,0,0,0,0
213,2,2,1,38,0,1,2,5,0,0,0,0,2,0,0,0,3
213,3,3,1,2,0,0,2,0,0,0,0,0,3,999,999,0,0
214,1,1,0,75,1,1,2,0,0,0,0,4,2,2,0,0,0
214,2,2,1,75,0,1,2,5,0,0,0,0,2,2,1,0,0
214,3,4,0,50,0,0,2,5,0,0,0,0,2,2,0,0,0
214,4,4,0,41,0,0,2,5,3,2,3,0,2,2,0,0,0
214,5,4,0,44,0,0,2,5,3,2,3,0,2,2,0,1,8
214,6,3,1,40,0,0,2,5,0,0,0,0,2,2,0,1,8
214,7,3,1,30,0,0,2,5,3,2,3,0,2,2,0,1,8
255,1,1,0,65,1,1,2,5,0,0,0,4,3,0,0,1,8
255,2,2,1,55,0,1,2,5,0,0,0,0,2,0,0,0,0
255,3,3,1,30,0,0,2,5,1,0,0,0,2,0,0,1,8
255,4,8,0,39,0,0,2,5,4,2,4,0,2,0,0,0,6
270,1,1,0,57,1,1,2,5,0,0,0,5,2,2,1,0,0
270,2,2,1,45,0,1,2,5,0,0,0,5,2,5,0,0,0
270,3,4,0,32,0,0,2,5,4,2,0,2,2,2,0,0,0
270,4,4,0,28,0,0,2,5,4,0,0,2,2,2,0,0,0
270,5,4,0,22,0,0,2,5,4,2,0,2,2,2,0,0,0
270,6,3,1,30,0,0,2,5,4,0,0,2,2,2,0,0,0
270,7,3,1,26,0,0,2,5,4,0,0,2,2,2,0,0,0
270,8,3,1,24,0,0,2,5,4,0,0,2,2,2,0,0,0
270,9,3,1,18,0,0,2,5,4,0,0,2,2,2,0,0,0
271,1,1,0,65,1,1,2,0,0,0,0,5,2,0,0,1,8
271,2,2,1,58,0,1,2,0,0,0,0,5,2,0,0,1,8
271,3,4,0,30,0,0,2,5,4,2,0,0,2,0,0,0,0
271,4,3,1,40,0,1,2,5,0,0,0,0,2,0,0,1,8
271,5,8,0,45,0,1,2,5,0,0,0,0,2,0,0,1,8
271,6,8,1,15,0,0,2,5,4,2,0,0,2,0,0,0,0
272,1,2,1,57,0,1,2,0,0,0,0,5,2,3,0,1,6
272,2,1,0,60,1,1,2,0,0,0,0,5,2,5,0,1,6
272,3,4,0,38,0,0,2,5,4,2,0,0,2,0,0,1,6
273,1,1,0,51,1,1,2,5,0,0,0,0,2,5,0,1,7
273,2,2,1,48,0,1,2,5,0,0,0,0,2,0,0,1,7
273,3,3,1,24,0,0,2,5,4,2,6,0,2,0,0,0,0
273,4,3,1,21,0,0,2,5,4,2,3,0,2,0,0,0,0
273,5,3,1,16,0,0,2,5,4,2,0,0,2,2,0,0,0
274,1,2,1,50,0,1,2,5,0,0,0,0,2,3,0,1,0
274,2,1,0,50,1,1,2,5,3,0,0,0,2,5,1,1,0
274,3,3,1,23,0,0,2,5,4,2,6,0,2,3,0,0,0
274,4,3,1,20,0,0,2,5,4,2,4,0,2,3,0,0,0
316,1,1,0,60,1,1,2,0,0,0,0,5,2,2,0,1,8
316,2,2,1,57,0,1,2,0,0,0,0,5,4,4,1,1,8
316,3,3,1,38,0,0,2,5,1,0,0,0,1,2,0,1,8
316,4,3,1,20,0,0,2,5,1,0,0,0,1,2,0,1,8
317,1,1,0,71,1,1,2,5,0,0,0,0,5,0,1,0,0
317,2,2,1,66,0,1,2,0,0,0,0,0,2,3,1,0,0
317,3,8,1,19,0,0,2,5,0,0,0,0,1,0,0,0,0
317,4,8,0,24,0,0,2,5,0,0,0,0,1,0,0,0,0
339,1,1,0,43,1,1,2,5,0,0,0,0,4,2,1,1,7
339,2,2,1,40,0,1,2,5,0,0,0,0,4,0,0,1,7
340,1,2,1,30,0,1,2,5,2,0,0,0,2,0,0,1,6
340,2,1,0,41,1,1,2,5,0,0,0,0,2,0,0,1,6
340,3,3,1,6,0,0,2,1,0,0,0,0,2,0,0,0,0
341,1,1,0,50,1,1,2,5,0,0,0,0,2,1,0,0,8
342,1,1,0,65,1,1,2,5,0,0,0,0,2,0,0,0,0
342,2,2,1,64,0,1,2,5,0,0,0,0,4,0,1,0,0
342,3,3,1,38,0,0,2,4,0,0,0,0,2,0,0,0,0
342,4,4,0,33,0,0,2,4,0,0,0,0,4,0,0,0,0
343,1,2,1,41,1,1,2,3,0,0,0,0,2,3,0,1,7
343,2,1,0,43,0,1,2,5,1,0,0,0,2,3,0,1,7
343,3,4,0,21,0,0,2,5,1,0,0,0,2,3,0,1,7
345,1,1,0,60,1,1,2,4,0,0,0,5,2,1,0,1,8
345,2,2,1,50,0,1,2,2,0,0,0,0,2,1,0,1,8
345,3,4,0,18,0,0,2,5,4,2,0,0,2,4,0,0,0
345,4,3,1,25,0,0,2,5,4,2,1,0,2,3,0,0,0
346,1,1,0,56,1,1,2,5,0,0,0,5,2,0,0,0,0
346,2,2,1,54,0,1,2,4,0,0,0,0,2,3,0,0,0
346,3,8,1,14,0,0,2,5,3,0,0,0,2,0,0,0,0
346,4,8,1,7,0,0,2,2,0,0,0,0,999,0,0,0,0
347,1,2,1,34,0,1,2,5,0,0,0,0,2,2,0,0,0
347,2,1,0,38,1,1,2,3,0,0,0,0,2,2,0,0,0
347,3,4,0,12,0,0,2,5,1,0,0,0,2,2,0,0,0
347,4,4,0,10,0,0,2,5,0,0,0,0,2,2,0,0,0
354,1,1,0,36,1,1,2,0,0,0,0,10,1,0,0,0,9
354,2,2,1,41,0,1,2,0,0,0,0,0,3,0,0,0,0
354,3,4,0,15,0,0,2,3,0,0,0,0,1,0,0,0,0
354,4,4,0,11,0,0,2,5,1,0,0,0,1,0,0,0,0
354,5,4,0,7,0,0,2,2,0,0,0,0,1,0,0,0,0
354,6,4,0,5,0,0,2,0,0,0,0,0,1,1,0,0,0
355,1,1,0,51,1,1,2,5,0,0,0,0,2,0,0,0,9
355,2,2,1,48,0,1,2,5,0,0,0,0,4,0,1,0,0
355,3,3,1,24,0,0,2,5,0,0,0,0,1,0,0,0,0
355,4,4,0,15,0,0,2,5,4,0,0,0,1,0,0,0,0
400,1,1,0,78,1,1,2,0,0,0,0,5,4,0,0,1,7
400,2,2,1,55,0,1,2,5,0,0,0,0,2,0,0,1,7
400,3,3,1,16,0,0,2,5,3,0,0,0,1,0,0,0,0
401,1,2,1,35,1,1,2,3,0,0,0,0,4,0,0,1,8
401,2,4,0,17,0,1,2,5,0,0,0,0,2,0,0,1,8
401,3,3,1,17,0,1,2,5,0,0,0,0,2,0,0,1,8
401,4,3,1,15,0,0,2,4,0,0,0,0,2,0,0,1,8
401,5,4,0,11,0,0,2,5,0,0,0,0,2,0,0,0,0
401,6,4,0,6,0,0,2,1,0,0,0,0,2,2,0,0,0
401,7,3,1,4,0,0,2,0,0,0,0,0,2,2,0,0,0
402,1,2,1,47,1,1,2,0,0,0,0,1,3,0,0,0,0
402,2,4,0,23,0,0,2,5,0,0,0,0,2,0,0,0,0
402,3,3,1,19,0,0,2,5,0,0,0,0,1,0,0,0,9
402,4,4,0,5,0,0,2,0,0,0,0,0,3,5,0,0,0
186,1,1,0,28,1,1,2,5,2,0,0,0,1,2.5,0,1,8
186,2,2,1,31,0,1,2,5,0,0,0,0,2,2.5,0,1,8
186,3,4,0,5,0,0,2,1,0,0,0,0,2,2.5,0,0,0
265,1,2,1,70,1,1,2,5,2,0,0,0,2,3.5,0,1,8
265,2,3,1,43,0,0,2,5,0,0,0,0,2,0,0,1,8
265,3,4,0,30,0,1,2,5,1,0,0,0,2,0,0,1,8
265,4,3,1,28,0,1,2,5,2,0,0,0,2,0,0,1,8
266,1,2,1,44,0,1,2,5,0,0,0,0,2,1.5,0,1,8
266,2,1,0,44,1,1,2,5,0,0,0,0,2,1.5,0,1,8
266,3,4,0,20,0,0,2,5,4,1,0,0,2,1.5,0,1,8
266,4,3,1,11,0,0,2,5,0,0,0,0,2,1.5,0,0,0
267,1,7,1,68,0,1,2,5,0,0,0,0,2,0,1,0,0
267,2,2,1,33,0,1,2,4,0,0,0,0,2,0,0,1,8
267,3,1,0,33,1,1,2,5,1,0,0,0,2,0,0,1,8
267,4,4,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0
268,1,2,1,52,0,1,2,0,0,0,0,0,2,1.5,1,0,0
268,2,1,0,55,1,1,2,5,0,0,0,0,2,1.5,0,1,8
268,3,4,0,22,0,0,2,5,3,0,0,0,1,1.5,0,1,8
175,1,1,0,54,1,1,2,5,0,0,0,0,2,1,0,0,10
175,2,2,1,53,0,0,2,5,0,0,0,0,2,1,0,999,999
299,1,1,0,43,1,1,2,5,0,0,0,0,4,1,0,1,13
299,2,2,1,37,0,1,2,5,2,0,0,0,4,1,1,1,2
299,3,4,0,13,0,0,2,5,3,1,0,0,4,0,0,999,999
299,4,3,1,5,0,0,2,1,0,0,0,0,4,2,0,999,999
300,1,1,0,58,1,1,2,0,0,0,0,2,2,5,0,1,7
300,2,2,1,55,0,1,2,5,1,0,0,0,2,4,0,1,1
300,3,3,1,25,0,1,2,5,0,0,0,0,2,2,0,999,999
300,4,8,0,25,0,1,2,5,3,0,0,0,2,2,0,1,7
300,5,8,1,2,0,0,2,0,0,0,0,0,999,8,0,999,999
301,1,1,0,40,1,1,2,5,0,0,0,0,2,14,0,1,2
301,2,2,1,38,0,1,2,5,0,0,0,0,2,3,0,999,999
301,3,3,1,15,0,0,2,5,0,0,0,0,2,0,1,999,999
302,1,1,0,34,1,1,2,5,1,0,0,0,2,4,0,1,8
302,2,2,1,35,0,1,2,5,0,0,0,0,2,3,0,999,999
302,3,4,0,12,0,0,2,5,2,0,0,0,2,10,0,999,999
409,1,1,0,44,1,1,2,5,1,0,0,0,1,2,0,999,999
409,2,2,1,44,0,1,2,5,1,0,0,0,1,2,0,999,999
409,3,4,0,17,0,0,2,5,4,2,0,0,1,0,0,999,999
411,,,,,,,,,,,,,,,,,
370,1,2,1,32,0,1,2,5,4,0,0,0,2,1,0,0,6
370,2,1,0,32,1,1,2,5,0,0,0,0,2,1,0,0,9
433,1,1,0,52,1,1,2,0,0,0,0,10,1,2,0,1,7
433,2,2,1,51,0,1,2,5,2,0,0,0,1,2,0,1,7
433,3,4,0,27,0,1,2,5,4,2,0,0,1,2,0,1,7
433,4,8,1,22,0,1,2,5,3,0,0,0,1,2,0,0,0
434,1,1,0,49,1,1,2,5,4,1,0,0,2,1,0,1,9
434,2,2,1,45,0,1,2,5,1,0,0,0,4,1,0,0,0
434,3,4,0,22,0,0,2,5,4,2,3,0,1,1,0,0,0
434,4,4,0,12,0,0,2,5,2,0,0,0,1,1,0,0,0
435,1,1,0,59,1,1,2,5,0,0,0,0,4,2,1,1,8
435,2,2,1,40,0,1,2,5,0,0,0,0,2,2,0,1,8
435,3,8,0,29,0,1,2,5,2,0,0,0,1,2,0,1,8
435,4,3,1,25,0,1,2,5,1,0,0,0,1,2,0,0,0
435,5,3,1,19,0,0,2,5,0,0,0,0,1,2,0,1,8
435,6,4,0,9,0,0,2,5,1,0,0,0,1,2,0,0,0
436,1,2,1,26,0,1,2,5,4,0,0,0,4,0,0,0,8
436,2,1,0,30,1,1,2,5,1,0,0,0,1,0,1,0,8
32,1,1,0,61,1,1,2,5,2,0,0,15,3,2,0,1,8
32,2,2,1,58,0,1,2,5,0,0,0,0,3,3,0,1,8
32,3,3,1,26,0,0,2,5,1,0,0,0,3,2,0,1,8
32,4,3,1,21,0,0,2,5,2,0,0,0,3,1,0,1,8
33,1,2,1,59,1,0,2,5,4,0,0,0,4,0,0,1,7
33,2,1,0,65,0,1,2,5,0,0,0,7,4,0,0,1,7
33,3,3,1,39,0,0,2,5,0,0,0,0,4,0,0,1,7
33,4,4,0,34,0,0,2,5,0,0,0,0,4,0,0,1,7
33,5,4,0,31,0,0,2,5,0,0,0,0,4,0,0,1,7
33,6,3,1,28,0,0,2,5,4,0,0,0,4,0,0,1,7
33,7,3,1,20,0,0,2,5,3,0,0,0,4,0,0,1,7
33,8,4,0,17,0,0,2,5,3,0,0,0,4,0,0,1,7
33,1,1,0,46,1,1,2,5,0,0,0,0,2,3,0,1,10
33,2,7,1,84,0,0,2,0,0,0,0,0,2,3,0,0,0
33,3,2,1,41,0,1,2,4,0,0,0,0,2,3,0,1,10
33,4,4,0,18,0,0,2,4,0,0,0,0,2,3,0,0,0
33,5,3,1,11,0,0,2,5,2,0,0,0,2,3,0,0,0
33,6,4,0,8,0,0,2,4,0,0,0,0,2,3,0,0,0
34,1,2,1,57,1,0,2,0,0,0,0,0,2,2,0,1,10
34,2,4,0,35,0,0,2,3,0,0,0,0,4,0,0,1,10
34,3,4,0,27,0,0,2,0,0,0,0,0,4,0,0,1,10
34,4,4,0,18,0,0,2,5,0,0,0,0,2,0,0,1,10
34,5,4,0,15,0,0,2,5,1,0,0,0,2,0,0,1,10
34,6,4,0,33,0,1,2,4,0,0,0,0,2,1,0,1,10
35,1,2,0,46,0,1,2,0,0,0,0,0,2,2,0,1,10
35,2,1,0,50,1,1,2,4,0,0,0,0,2,2,0,1,10
36,1,2,1,57,1,0,2,0,0,0,0,2,2,2,1,1,10
36,2,3,1,32,0,0,2,4,0,0,0,0,2,2,1,1,10
36,3,4,0,23,0,0,2,0,0,0,0,0,4,2,1,1,10
36,4,4,0,19,0,0,2,5,1,0,0,0,2,2,1,1,10
37,1,1,0,39,1,1,2,4,0,0,0,0,2,0,0,1,9
37,2,2,1,37,0,1,2,4,0,0,0,0,1,0,0,1,9
37,3,4,0,9,0,0,2,4,0,0,0,0,1,0,0,0,0
37,4,4,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0
38,1,1,0,34,1,1,2,5,0,0,0,999,3,0,0,1,6
38,2,2,1,33,0,1,2,5,0,0,0,0,3,0,0,1,6
38,3,4,0,13,0,0,2,5,3,0,0,0,2,0,0,0,0
38,4,4,0,6,0,0,2,2,0,0,0,0,2,0,0,0,0
39,1,2,1,49,0,1,2,0,0,0,0,5,1,3,1,1,12
39,2,1,0,51,1,1,2,0,0,0,0,5,1,2,0,1,12
39,3,4,0,26,0,0,2,4,1,0,0,0,1,3,0,1,12
40,1,7,0,74,1,1,2,0,0,0,0,4,1,0,0,999,999
40,2,1,0,30,0,1,2,4,0,0,0,0,1,0,0,999,999
40,3,2,1,20,0,1,2,1,0,0,0,0,1,0,0,999,999
40,4,4,0,6,0,0,2,1,0,0,0,0,999,0,0,999,999
41,1,2,1,66,1,1,2,0,0,0,0,0,2,998,0,999,999
41,4,4,0,23,0,0,2,1,0,0,0,0,2,4,0,999,12
93,1,1,0,35,1,1,2,4,0,0,0,0,2,998,0,999,9
93,2,2,1,35,0,1,2,4,0,0,0,0,2,0,0,999,999
94,1,1,0,41,1,1,2,2,0,0,0,0,4,999,0,0,11
94,2,2,1,41,0,1,2,2,0,0,0,0,4,999,0,0,10
94,3,4,0,15,0,0,2,4,0,0,0,0,999,999,0,0,0
94,4,4,0,11,0,0,2,4,0,0,0,0,999,999,0,0,0
94,5,3,1,4,0,0,2,0,0,0,0,0,999,999,0,0,0
95,,1,0,55,1,1,2,5,0,0,0,0,1,1,0,1,7
95,,2,1,50,0,1,2,0,0,0,0,0,4,3,1,0,999
95,,3,1,18,0,0,2,5,0,0,0,0,2,1,0,0,999
95,,4,0,16,0,0,2,5,2,0,0,0,1,0,0,0,999
96,1,1,0,38,1,1,2,5,0,0,0,0,1,2,0,1,7
96,2,2,1,35,0,1,2,5,0,0,0,0,4,2,1,1,7
96,3,3,1,0,0,0,2,0,0,0,0,0,999,999,999,0,0
105,1,2,1,28,0,1,2,5,1,0,0,0,2,1,0,1,9
105,2,1,0,35,1,1,2,5,0,0,0,0,2,2,0,1,9
105,3,4,0,0,0,0,2,0,0,0,0,0,999,0,0,999,0
234,1,1,0,60,1,1,2,5,0,0,0,0,4,1,0,1,999
234,2,2,1,58,0,1,2,5,0,0,0,0,4,1,0,1,999
234,3,4,0,38,0,1,2,5,3,2,3,0,4,1,0,1,999
234,4,3,1,33,0,0,2,5,3,2,3,0,4,1,0,1,999
235,1,1,0,60,1,1,2,0,0,0,0,3,2,1,0,1,6
235,2,2,1,59,0,1,2,0,0,0,0,0,4,7,0,0,0
235,3,3,1,41,0,1,2,5,0,0,0,0,2,3,0,1,2
235,4,8,0,45,0,1,2,5,1,0,0,0,2,5,0,1,6
235,5,8,0,20,0,0,2,5,3,2,2,0,2,4,0,0,0
235,6,8,1,7,0,0,2,2,0,0,0,0,2,5,0,0,0
236,1,1,0,48,1,1,2,5,3,1,0,0,2,2,0,1,7
236,2,2,1,38,0,1,2,5,0,0,0,0,2,2,0,1,7
236,3,4,0,17,0,0,2,5,3,1,0,0,2,2,0,1,7
236,4,3,1,9,0,0,2,5,0,0,0,0,2,2,0,0,0
237,1,1,0,36,1,1,2,5,4,2,0,0,2,3,0,1,8
237,2,2,1,38,0,1,2,5,0,0,0,0,2,3,0,1,1
237,3,4,0,9,0,0,2,5,0,0,0,0,2,8,0,0,0
237,4,4,0,3,0,0,2,0,0,0,0,0,999,8,0,0,0
240,1,2,1,53,0,1,2,0,0,0,0,4,2,0,0,1,7
240,2,1,0,57,1,1,2,0,0,0,0,4,2,0,0,1,7
240,3,4,0,25,0,0,2,5,4,2,3,0,3,0,0,1,7
344,1,2,1,50,0,1,2,4,0,0,0,0,2,1,0,1,8
344,2,1,0,50,1,1,2,5,1,0,0,0,2,1,0,1,8
344,3,4,0,20,0,1,2,5,4,0,0,0,2,1,0,1,8
344,4,4,0,17,0,0,2,5,4,1,0,0,2,1,0,1,8
344,5,8,1,20,0,1,2,5,1,0,0,0,2,1,0,1,8
389,1,8,1,80,0,1,2,4,0,0,0,0,2,1,0,999,999
389,2,1,0,25,1,1,2,4,3,0,0,0,2,0,0,1,11
389,3,2,1,24,0,1,2,4,0,0,0,0,2,0,0,999,999
389,4,3,1,4,0,0,2,0,0,0,0,0,999,2,0,999,999
389,5,3,1,1,0,0,2,0,0,0,0,0,999,2,0,999,999
389,6,8,0,20,0,0,2,4,0,0,0,0,2,0,0,1,11
392,1,8,1,64,0,1,2,5,1,0,0,3,2,0,0,1,8
392,2,1,0,43,1,1,2,0,0,0,0,5,2,0,0,1,8
392,3,3,1,17,0,0,2,5,0,0,0,0,2,0,0,1,8
393,1,2,1,27,0,1,2,5,4,1,0,0,2,1,0,1,7
393,2,1,0,31,1,1,2,5,0,0,0,0,2,1,0,1,7
393,3,4,0,6,0,0,2,1,0,0,0,0,2,1,0,999,999
393,4,3,1,0,0,0,2,0,0,0,0,0,2,1,0,999,999
394,1,2,1,54,0,1,2,3,0,0,0,0,2,0,0,999,999
394,2,1,0,52,1,1,2,0,0,0,0,5,4,0,0,0,8
394,3,3,1,25,0,0,2,5,0,0,0,0,2,0,0,0,8
395,1,1,0,47,1,1,2,5,0,0,0,0,2,3,0,1,8
395,2,2,1,53,0,1,2,0,0,0,0,0,3,3,0,1,8
395,3,3,1,20,0,0,2,4,0,0,0,0,2,3,0,1,8
395,4,3,1,14,0,0,2,5,0,0,0,0,2,3,0,1,8
444,1,1,999,80,1,1,2,0,0,0,0,0,2,2,1,0,999
444,2,2,999,64,0,1,2,3,0,0,0,0,2,4,0,0,999
444,3,4,999,28,0,1,2,5,3,2,0,0,2,0,0,0,999
444,4,8,1,30,0,1,2,5,3,2,0,0,2,5,0,0,999
446,1,7,0,70,1,1,2,0,0,0,0,4,1,999,999,999,999
446,2,7,1,70,0,1,2,4,0,0,0,4,1,999,999,999,999
446,3,2,1,40,0,1,2,5,2,0,0,0,1,999,999,0,8
446,4,1,0,41,0,1,2,5,2,0,0,4,1,999,999,0,8
446,5,4,1,12,0,0,2,5,1,0,0,0,1,999,999,999,999
446,6,4,1,6,0,0,2,1,0,0,0,0,999,999,999,999,999
446,7,3,0,23,0,0,2,5,2,0,0,0,1,999,999,0,8
1,1,2,1,43,0,1,2,4,0,0,0,0,2,0,0,1,8
1,2,1,0,42,1,1,2,4,0,0,0,0,2,0,0,1,8
1,3,3,1,23,0,0,2,5,3,2,0,0,4,0,0,1,8
1,4,4,0,20,0,0,2,1,0,0,0,0,4,0,0,1,8
1,5,4,0,7,0,0,2,1,0,0,0,0,4,0,0,0,0
2,1,1,0,34,1,1,2,5,1,0,0,0,4,2,0,1,9
2,2,7,1,78,0,1,2,0,0,0,0,0,4,3,0,0,0
2,3,2,1,37,0,1,2,4,0,0,0,0,4,0,0,1,9
2,4,4,0,3,0,0,2,0,0,0,0,0,4,0,0,0,0
3,1,1,0,64,1,1,2,0,0,0,0,2,4,3,0,1,10
3,2,2,1,65,0,1,2,3,0,0,0,0,4,3,1,1,10
3,3,3,1,22,0,1,2,5,3,0,0,0,4,3,0,1,10
3,4,8,0,24,0,1,2,4,0,0,0,0,4,3,0,1,10
6,1,1,0,56,1,1,2,5,0,0,0,0,2,2,0,1,9
6,2,3,1,28,0,0,2,5,0,0,0,0,2,2,0,1,9
6,3,3,1,24,0,0,2,5,0,0,0,0,2,2,0,1,9
7,1,1,0,67,1,1,2,0,0,0,0,6,2,0,1,1,10
7,2,2,1,62,0,1,2,0,0,0,0,6,2,0,0,0,0
7,3,4,0,42,0,0,2,5,0,0,0,0,1,0,0,1,10
7,4,4,0,20,0,0,2,5,4,2,2,0,1,0,0,0,0
7,5,3,1,32,0,0,2,5,4,2,5,0,1,0,0,0,0
7,6,3,1,30,0,0,2,5,4,2,5,0,1,0,0,0,0
8,1,1,0,54,1,1,2,5,0,0,0,0,1,0,0,0,0
8,2,2,1,57,0,1,2,5,0,0,0,0,2,0,0,0,0
8,3,3,1,25,0,0,2,5,0,0,0,0,4,0,1,0,0
8,4,3,1,19,0,0,2,5,4,2,0,0,1,0,0,0,0
9,1,4,0,25,1,0,2,4,3,0,0,0,4,0,0,1,10
9,2,7,1,86,0,0,2,0,0,0,0,0,2,5,0,0,0
9,3,2,1,43,0,1,2,4,3,0,0,0,4,0,0,1,10
9,4,8,0,22,0,0,2,4,4,2,3,0,4,0,0,0,0
10,1,1,0,38,1,1,2,4,1,0,0,0,2,2,0,1,10
10,2,2,1,38,0,1,2,4,0,0,0,0,2,4,0,1,10
10,3,3,1,7,0,0,2,2,0,0,0,0,999,0,0,0,0
10,4,3,1,2,0,0,2,0,0,0,0,0,999,0,0,0,0
19,1,1,0,66,1,1,2,0,0,0,0,1,4,2,0,1,8
19,2,2,1,55,0,1,2,0,0,0,0,2,4,3,1,0,0
19,3,4,0,25,0,0,2,4,0,0,0,0,4,1,0,1,8
20,1,2,1,50,0,1,2,4,0,0,0,0,4,2,0,0,0
20,2,1,0,52,1,1,2,4,0,0,0,0,4,3,0,1,7
20,3,4,0,22,0,0,2,5,3,0,0,0,2,0,0,1,7
21,1,1,0,54,1,1,2,4,0,0,0,0,4,3,0,1,7
21,2,2,1,51,0,1,2,4,0,0,0,0,4,3,0,1,7
21,3,3,1,30,0,0,2,4,0,0,0,0,4,3,0,1,7
22,1,1,0,55,1,1,2,4,0,0,0,0,2,0,0,1,7.5
22,2,2,1,56,0,1,2,4,0,0,0,0,2,2,1,1,7.5
22,3,3,1,28,0,1,2,4,0,0,0,0,2,0,0,1,7.5
22,4,8,0,26,0,1,2,5,3,3,0,0,2,0,0,1,7.5
29,1,1,0,55,1,1,2,5,0,0,0,0,4,0,0,1,10
29,2,2,1,47,0,1,2,4,0,0,0,0,4,0,0,1,10
29,3,4,0,25,0,0,2,3,0,0,0,0,4,0,0,1,10
29,4,4,0,23,0,1,2,4,0,0,0,0,4,0,0,1,10
29,5,4,0,18,0,0,2,5,3,0,0,0,4,0,0,1,10
29,6,3,1,27,0,0,2,5,3,0,0,0,4,0,0,1,10
