house_num,unit1,unit2,unit3,unit4,dist_nawaday,dist_exceptnawaday,dist_mainroad,dist_pyae,belong,howmanyyears,switch,ratoon,wall,roof,onefloor,bicycle,motor,car,chiken,pig,cow,fan,refri,computer,mobile,radio,tv,planning_for_sugar,low_price,transport,labou_cost,wait_factory,attractive_crop
32,999,4,3,3,2,20,1,2,1,998,0,1,3,3,1,0,1,0,2,0,2,0,0,0,1,0,1,1,1,0,0,1,2
58,3,4,3,3,1,50,1.5,2,1,998,0,1,3,3,1,1,1,0,0,0,2,1,0,0,2,1,1,1,0,1,1,1,2
59,3,4,3,999,1,30,0.5,4,1,998,0,1.5,2,3,1,0,1,0,2,0,4,0,0,0,1,0,1,1,0,0,1,1,2
60,3,4,3,3,0.5,30,0.5,3,1,45,0,15,3,3,1,1,1,0,0,0,3,1,0,0,1,0,1,1,0,1,0,1,2
61,3,4,3,3,1,30,1,2,1,998,0,2,2,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2
106,3,4,3,3,1,25,0,2,1,998,0,1,2,3,1,1,0,0,0,0,3,0,0,0,1,0,1,0,0,1,0,1,2
107,3,4,3,3,2.5,25,1,3,1,35,0,2,2,3,0,1,1,0,0,0,4,1,0,0,1,0,1,1,0,1,1,1,2
107,3,4,3,999,3,30,3,6,1,20,0,1,2,3,1,1,1,0,0,0,2,1,0,0,3,0,1,0,1,1,1,1,2
108,999,999,999,999,1,25,0,2,0,999,999,999,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,2
108,3,4,3,999,0.25,30,0.25,2,1,10,0,1,2,2,1,1,1,0,0,0,5,1,0,0,1,1,1,1,0,0,0,0,999
196,3,4,3,999,20,7,0.5,14,1,20,0,3,4,3,1,0,1,0,7,1,2,1,1,0,1,0,1,0,0,1,1,1,1
197,3,4,999,3,28,2,1,12,1,30,1,2,3,3,1,0,1,1,0,0,2,1,1,0,1,0,1,0,0,1,1,1,5
198,3,4,999,999,18,20,0,18,1,35,1,1,4,3,0,0,1,0,10,5,4,0,0,0,1,0,1,0,0,1,0,0,1
199,999,999,999,999,28,5,2,12,1,10,999,999,2,3,1,1,1,0,0,0,0,2,0,0,2,1,1,0,0,1,1,1,6
229,999,999,999,999,999,999,999,999,0,999,999,999,2,3,0,1,0,0,30,0,2,0,0,0,4,1,1,0,0,0,0,0,5
230,3,999,999,999,32,999,5,26,1,2,0,999,2,3,1,1,1,0,24,0,3,0,0,0,6,2,2,0,0,0,0,0,1
231,3,999,3,999,32,40,4,24,1,998,0,999,4,3,1,0,1,0,40,2,0,0,0,0,2,1,1,0,0,0,0,0,1
232,3,999,999,999,32,40,6,24,1,998,0,999,2,3,1,1,0,0,50,2,0,0,0,0,1,0,1,0,0,0,0,0,1
238,3,4,999,999,20,10,0.5,24,1,40,1,2,4,3,1,2,2,0,5,1,0,0,0,0,4,0,1,0,1,0,1,0,1
239,3,999,999,999,20,10,0.5,24,1,50,0,999,4,3,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1
241,3,4,999,999,20,1,2,18,1,30,1,2,3,3,1,0,1,1,0,0,0,0,0,0,2,1,1,0,1,1,1,0,1
242,3,4,999,999,25,2,6,20,1,52,1,2,4,3,1,1,1,1,35,0,4,0,0,0,2,0,1,0,0,0,1,0,1
244,999,999,999,999,999,999,999,999,999,999,999,999,2,1,1,1,0,0,1,0,0,0,0,0,2,1,0,999,999,999,999,999,999
260,3,4,999,999,23,999,4,21,1,4,1,1,1,3,0,0,1,0,20,2,0,0,0,0,1,1,1,0,0,0,1,1,3
261,3,4,999,999,22,999,4,21,1,998,0,1,4,3,1,0,1,0,5,2,2,0,0,0,1,1,1,0,0,1,1,0,1
262,3,999,999,999,999,999,4,21,1,998,999,999,2,3,0,1,1,0,5,1,3,0,0,0,1,0,1,999,999,999,999,999,1
263,999,999,999,999,999,999,999,999,999,999,999,999,2,1,0,1,0,0,20,0,0,0,0,0,1,0,1,999,999,999,999,999,999
309,3,999,999,999,29,20,0.5,25,1,10,0,999,4,3,0,2,1,0,9,0,2,0,0,0,2,1,1,0,0,0,0,0,1
413,3,999,999,999,10,30,2,10,1,20,0,999,2,3,1,0,0,0,1,0,3,0,0,0,0,1,1,,999,999,999,999,1
414,3,999,999,999,10,30,2,10,1,20,0,999,3,3,0,0,1,0,10,0,0,0,0,0,1,1,1,0,999,999,999,999,1
464,3,999,999,999,999,999,0,999,1,998,0,999,2,3,1,0,0,0,0,2,2,0,0,0,1,1,1,1,0,1,0,0,1
462,3,4,999,999,5,20,1,9,1,998,1,0,4,3,1,1,1,0,15,1,9,0,0,0,1,1,1,0,1,0,0,1,5
463,3,4,999,999,5,20,0.5,9,1,998,0,1,2,3,0,1,1,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,5
62,3,999,3,3,1,29,0,5,1,998,0,999,2,3,1,0,0,0,11,0,2,0,0,0,0,0,1,0,999,999,999,999,2
63,3,4,3,3,0.25,23,1.5,4,1,46,0,1,4,3,0,0,1,0,24,0,2,1,0,0,1,1,1,1,0,0,0,1,3
64,999,999,999,999,1.5,23,0,4,0,999,0,1,4,3,0,0,1,0,12,0,7,0,0,0,1,0,1,0,999,999,999,999,999
65,3,4,3,3,2,23,0,4,1,998,0,1,3,3,1,0,1,0,30,0,5,1,1,0,1,1,1,1,0,0,0,1,2
68,3,4,3,3,2,24,1.5,4,1,27,0,1,2,3,0,1,0,0,5,0,2,0,0,0,0,0,1,0,0,1,0,1,2
69,3,4,3,3,1,25,7,2.5,1,29,1,1,3,3,0,1,2,0,0,0,2,1,0,0,3,2,1,1,0,0,0,1,1
70,3,4,3,3,1.5,28,1,3,1,34,0,1,4,3,1,0,1,0,35,0,7,0,0,0,3,1,1,1,0,1,1,1,2
71,3,4,3,3,1,28,0.3,0.3,1,40,0,1,3,3,1,2,1,0,0,0,4,0,0,0,2,0,1,1,0,0,0,1,2
72,3,4,3,3,3,20,1,7,1,16,0,2,2,3,1,1,1,0,0,0,4,1,0,0,1,0,1,1,0,0,0,1,2
73,999,999,999,999,999,999,999,999,0,999,999,999,2,3,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,1,999
109,3,4,3,3,3.5,25,3,4,1,998,0,1,2,3,0,0,1,0,3,0,2,1,0,0,3,0,1,0,0,0,0,1,4
109,3,4,3,3,3,30,0.25,2,1,10,0,1,3,4,1,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1
110,999,999,999,999,999,999,999,999,999,999,999,999,2,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2
111,999,999,999,999,999,999,999,999,999,999,999,999,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2
112,999,999,999,999,999,999,999,999,999,999,999,999,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,999,0,0,0,0,0
113,999,999,999,999,999,999,999,999,999,999,999,999,2,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
114,3,4,3,3,2,27,0,4,1,998,0,2,2,3,1,1,1,0,0,0,2,0,0,0,1,1,1,1,0,0,0,1,2
115,3,4,3,3,0.5,20,0.2,2,1,5,0,1,3,3,1,0,2,1,0,0,3,1,0,1,2,0,1,1,0,1,0,1,3
116,3,4,3,3,1,23,0.5,3,1,998,0,1,4,3,1,0,1,0,0,0,2,1,1,0,2,0,1,1,0,1,0,0,2
200,3,4,999,999,28,5,2,12,1,998,1,999,4,3,0,1,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,1
201,3,999,999,999,14,6,1,10,1,998,0,999,2,3,0,1,1,0,20,2,4,0,0,0,2,1,1,0,0,1,0,0,1
202,999,999,999,999,999,999,999,999,999,999,999,999,2,3,1,0,0,0,5,0,0,1,0,0,0,0,1,999,999,999,999,999,999
203,3,4,999,999,25,10,7,15,1,999,999,999,4,3,1,1,1,0,10,2,0,0,1,0,3,0,1,0,0,1,1,0,5
204,3,999,3,3,999,999,2.5,999,1,1,70,999,4,3,1,0,0,0,23,0,0,0,0,0,0,0,1,0,999,999,999,999,6
205,999,999,999,999,14,7,0,11,1,998,999,999,2,3,0,1,1,0,10,2,0,0,0,0,2,0,1,0,0,1,1,1,6
250,3,4,999,999,29,15,1,35,1,32,1,1,4,3,1,1,1,0,30,0,3,0,0,0,1,1,1,1,0,1,1,1,2
251,3,4,999,999,29,15,1,35,1,25,1,1,2,3,1,1,1,0,15,1,5,0,0,0,1,0,1,1,0,1,1,1,2
252,3,4,999,999,29,15,1,35,1,15,1,2,2,3,1,0,1,0,30,0,4,0,0,0,1,0,1,1,1,1,1,1,1
253,3,999,999,999,29,15,1,35,1,25,0,999,4,3,1,1,1,0,30,2,2,0,0,0,1,1,1,1,0,1,1,0,5
254,3,4,999,999,29,15,1,35,1,25,1,2,4,3,1,0,1,0,25,0,0,0,0,0,1,1,1,0,1,1,1,1,1
331,3,999,3,3,10,30,2,8,1,10,0,1,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,2
332,999,999,999,999,999,999,999,999,0,999,999,999,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2
369,3,999,3,3,26,35,0,9,1,21,0,999,2,3,1,1,1,0,50,0,4,0,0,0,3,0,1,1,1,0,0,0,1
381,3,999,3,3,13,30,2,11,1,998,0,999,2,3,0,0,1,0,0,1,0,0,0,0,2,0,1,1,0,1,1,1,2
382,999,999,999,999,999,999,999,999,0,999,999,999,2,3,0,0,1,0,0,2,0,0,0,0,3,0,1,1,0,1,1,1,2
390,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
443,3,999,999,999,998,999,1,999,1,998,999,999,3,3,1,0,1,0,20,0,5,0,0,0,1,1,1,0,999,999,999,999,5
445,999,999,999,999,999,999,999,999,999,999,999,999,3,3,1,1,1,0,0,0,0,0,0,0,1,0,1,999,999,999,999,999,999
42,999,999,999,999,999,999,999,999,999,999,999,999,5,3,0,0,1,1,0,0,0,1,0,0,2,0,1,999,999,999,999,999,999
43,999,999,999,999,999,999,999,999,999,999,999,999,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,999,999,999,999,999,999
44,999,4,3,3,4,18,1,3,1,10,1,1,1,1.3,1,0,0,0,7,0,2,0,0,0,1,1,0,0,0,1,0,0,2
45,999,999,999,999,999,999,999,999,999,999,999,999,2,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999
45,999,999,999,999,999,999,999,999,999,999,999,999,2,3,1,0,1,0,3,0,3,0,0,0,1,0,1,1,999,999,999,999,999
46,999,999,999,999,999,999,999,999,999,999,999,999,2,3,0,1,0,0,20,0,6,0,0,0,1,0,1,0,999,999,999,999,999
46,999,999,999,999,999,999,999,999,999,999,999,999,2,1,1,0,1,0,7,0,2,0,0,0,1,0,0,0,0,0,0,0,4
47,999,999,999,999,999,999,999,999,0,999,999,999,2,3,0,1,1,0,30,1,4,0,0,0,1,0,0,0,999,999,999,999,999
47,3,4,3,999,1,12,1,8,1,998,0,1,4,3,1,1,1,0,0,0,2,1,0,0,2,0,1,1,1,0,0,1,2
48,3,4,4,3,4,40,20,20,1,4,0,1.5,2,3,1,0,1,0,7,0,3,0,0,0,1,0,1,1,0,1,0,1,1
48,3,999,3,3,1.5,20,0.5,5,1,998,999,999,2,3,0,2,0,0,0,0,3,0,0,0,1,0,1,1,0,1,0,1,2
49,999,4,3,3,8,40,20,15,1,10,999,1,2,1,0,2,0,0,13,2,2,0,0,0,0,1,1,0,999,999,999,999,999
54,999,999,3,3,2,30,3,5,1,5,0,999,5,5,0,0,0,0,10,0,0,0,0,0,1,1,0,1,0,0,1,1,4
55,999,4,3,3,5,50,3,3,1,998,0,1,2,3,0,1,1,0,25,0,4,0,0,0,2,0,1,0,0,1,1,1,2
56,999,999,3,3,3,50,2.5,3,0,999,999,1,2,3,1,1,0,0,20,0,2,0,0,0,1,1,0,1,0,1,1,1,3
57,3,4,3,3,1,50,2.5,5.5,1,998,0,1,3,3,1,2,1,0,0,0,4,1,0,0,2,0,1,1,0,0,1,1,2
256,3,4,999,999,25,10,1,28,1,70,1,1,4,3,1,0,1,0,20,3,3,1,0,0,1,1,1,0,0,1,1,0,1
257,3,4,999,999,24,25,0.5,24,1,80,1,1,2,3,0,1,0,0,5,2,1,0,0,0,1,1,1,0,0,1,0,0,1
258,999,999,999,999,999,999,999,999,999,999,999,999,2,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1
259,999,999,999,999,26,40,6,9,1,15,0,999,2,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,6
320,3,999,999,999,29,10,0.5,30,1,999,1,999,2,3,1,1,0,0,5,0,0,0,0,0,1,1,1,0,999,999,999,999,1
321,3,4,999,999,29,10,0.5,30,1,998,0,0,2,3,1,1,1,0,20,1,5,0,0,0,1,0,1,0,0,0,0,0,1
322,3,999,999,999,28,999,1,25,0,999,999,999,2,3,1,0,1,0,15,5,2,0,0,0,3,0,1,0,0,0,1,0,5
323,999,999,999,999,999,999,999,999,999,999,999,999,2,3,1,0,0,0,10,1,0,0,0,0,0,1,0,0,999,999,999,999,999
324,3,4,999,999,29,13,5,22,1,998,1,1,2,3,1,1,0,0,20,0,0,0,0,0,1,1,1,0,0,0,0,0,1
325,3,4,999,999,26,999,3.5,10,1,998,0,2,2,3,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,2
330,3,999,999,3,16,20,1,14,1,10,0,999,2,1,0,1,1,0,0,1,2,0,0,0,1,0,1,0,0,1,1,1,1
333,3,999,999,999,17,23,2,23,1,998,0,999,2,3,1,0,1,0,15,2,10,0,0,0,1,0,1,0,999,999,999,999,1
336,3,4,3,3,26,999,11,999,1,998,999,2,2,3,1,1,1,0,8,3,12,0,0,0,2,0,1,1,0,0,0,1,1
361,3,999,999,3,26,24,6,9,1,998,0,0,2,1,0,0,0,0,16,1,9,0,0,0,1,0,0,1,0,0,0,0,1
362,999,999,999,999,26,24,6,9,999,999,999,999,2,1,0,0,0,0,10,0,1,0,0,0,1,0,0,1,0,0,0,0,2
363,999,999,999,999,26,24,6,9,999,999,999,999,2,1,0,0,0,0,25,0,0,0,0,0,1,1,0,1,0,0,0,0,6
364,3,999,3,999,26,24,6,9,999,999,999,999,2,1,1,1,1,0,30,1,2,0,0,0,1,0,0,1,0,0,0,0,1
365,999,999,999,999,28,24,8,11,999,999,999,999,1,1,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,6
371,3,4,999,999,26,40,6,9,1,10,0,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
372,3,999,3,999,26,40,6,9,1,30,0,1,2,3,0,0,1,0,5,0,4,0,0,0,1,0,0,1,0,1,0,0,1
373,999,999,999,999,26,40,6,9,1,10,0,999,2,1,0,1,1,0,6,1,3,0,0,0,1,1,0,0,0,1,0,0,1
374,3,4,999,3,26,40,6,9,1,10,0,1,2,3,1,0,1,0,15,1,2,0,0,0,1,0,1,0,0,1,0,0,1
387,999,999,999,999,999,999,999,999,999,999,999,999,2,1,0,1,1,0,0,0,0,0,0,0,2,0,999,999,999,999,999,999,999
388,999,999,999,999,999,999,999,999,999,999,999,999,2,1,0,1,1,0,7,1,0,0,0,0,2,0,0,999,999,999,999,999,999
408,3,4,999,999,10,21,2,9,1,998,0,1,4,3,1,3,1,0,30,0,3,0,0,0,2,1,1,0,0,0,0,0,1
410,999,999,999,999,10,21,2,9,999,999,999,999,2,3,0,1,0,0,12,1,0,0,0,0,0,1,1,0,0,0,0,0,1
11,3,4,3,3,3,20,1,7,1,999,0,1,4,3,1,1,0,0,3,0,3,0,0,0,1,1,1,0,0,0,1,1,5
12,999,999,3,3,3,40,1,9,1,5,999,999,2,3,0,0,0,0,1,0,5,0,0,0,1,1,0,0,999,999,999,999,4
15,3,999,999,999,5,30,1,6,1,21,0,999,3,3,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5
16,3,4,3,4,2,25,1.5,2,1,60,0,0,4,3,2,0,1,0,6,0,2,0,0,0,1,1,1,1,0,0,1,0,4
17,3,3,3,999,1,12,0,2,1,10,0,1,3,3,1,3,2,3,0,0,50,1,1,0,1,1,1,1,0,0,0,1,2
18,3,4,3,3,1,15,0,2,1,39,1,2,3,3,1,1,2,0,0,0,7,1,0,0,1,1,1,1,0,0,1,1,2
121,999,999,999,999,28,12,0.2,14,1,20,0,999,2,3,1,0,2,0,0,2,0,1,0,0,2,1,1,0,0,1,1,1,6
122,3,4,3,999,42,12,2,14,1,25,1,1.5,3,3,1,2,3,1,0,0,8,1,0,2,4,1,1,1,1,1,0,1,2
123,999,999,999,999,21,10,0,14,1,10,999,999,2,3,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1
124,999,999,999,999,999,999,999,999,999,999,999,999,3,3,0,2,2,3,0,0,0,3,1,2,6,1,1,0,1,1,1,0,999
125,999,999,999,999,25,,0,12,1,58,0,999,2,3,1,2,1,0,0,0,2,0,0,0,0,1,1,0,1,1,1,0,6
126,999,4,999,999,40,14,1,12,1,18,0,1,2,3,0,1,2,0,0,0,2,1,0,0,1,0,1,1,0,0,0,0,2
130,3,4,999,999,999,999,1,13,1,13,0,0,2,3,1,1,1,0,41,3,2,0,0,0,1,1,1,0,1,0,0,0,1
131,3,999,999,999,20,999,0.5,12,1,25,0,999,3,3,1,1,3,0,0,0,2,1,0,2,1,1,1,0,0,0,1,0,1
132,3,999,3,999,25,42,2,14,1,20,0,999,4,3,1,1,1,0,10,0,2,1,0,0,1,1,1,0,0,0,1,0,5
133,3,4,3,999,20,5,1,11,1,25,0,2,4,3,1,3,1,0,40,0,2,0,0,0,2,1,1,0,0,0,1,0,5
143,3,999,999,999,14,7,0.5,12,1,998,0,0,4,3,0,1,2,0,0,0,2,2,1,0,2,0,1,0,0,1,1,1,1
144,3,999,999,999,14,11,0.5,12,1,998,0,999,2,3,0,1,1,0,0,2,2,1,0,0,1,0,1,0,0,0,1,1,6
144,3,4,3,999,999,5,5,7,1,998,0,999,4,3,1,0,2,0,0,0,4,1,1,1,2,0,1,0,0,0,1,1,1
145,5,4,999,999,16,5,2,8,1,998,1,999,4,3,1,0,1,0,1000,0,4,1,0,0,2,1,1,0,0,1,1,1,1
146,3,4,3,999,18,8,2,24,1,998,0,999,5,3,1,0,2,0,0,0,2,2,1,0,2,1,1,0,0,1,1,0,1
146,999,999,999,999,999,999,999,999,0,999,0,999,2,3,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,6
149,3,4,3,999,225,6.5,1,14,1,10,0,1,3,4,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
150,3,4,3,999,25,7,1,20,1,20,1,2,4,3,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
151,3,4,3,999,12,4,0.125,14,1,50,0,1,3,4,1,2,1,0,0,0,2,0,0,0,1,1,1,0,0,1,1,1,1
152,3,4,999,3,28,6,2,12,1,30,1,2,2,3,1,0,3,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,6
218,999,999,999,999,21,7,1.5,12,1,998,999,999,2,3,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,999
219,3,4,3,999,28,7,1.5,12,1,998,1,2,4,3,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,2
220,3,4,3,3,28,5,0.5,12,1,998,0,2,2,3,1,0,1,0,30,0,0,0,0,0,3,1,1,0,0,1,0,0,1
221,3,4,3,3,25,9,2,14,1,998,0,1,2,3,0,1,2,0,0,0,2,0,0,0,2,0,1,0,1,1,0,0,1
223,999,999,999,999,30,8,0.5,12,1,998,0,999,2,3,0,1,1,0,0,1,0,0,0,0,3,0,1,0,1,0,1,0,6
224,999,999,999,999,16,5,1.25,12,1,998,0,999,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
226,3,4,999,999,14,8,0.5,12,1,10,0,1,2,1,0,1,1,0,2,0,3,0,0,0,3,0,1,1,0,1,0,0,2
227,999,999,999,999,999,999,999,999,999,999,999,999,3,3,0,1,1,0,0,0,0,1,0,0,1,1,1,999,0,0,0,0,999
228,3,999,999,999,32,8,5,26,1,998,0,0,4,3,0,1,1,0,9,0,2,0,0,0,0,1,1,0,0,0,0,0,1
269,3,999,999,999,29,15,0,25,1,998,999,999,2,3,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1
