house_num,cook,peanut,sesami,soybean,palm,mixed,other,peanut_price,sesami_price,soybean_price,palm_price,mixed_price,other_price,peanut_amount,sesami_amount,soybean_amount,palm_amount,mixed_amount,other_amount,price_healthy,produce_oil,meal,masmedia,health_info,smoking,madical_person,peanut,sesami,palm
261,1,0,1,0,0,0,0,0,4000,0,0,0,0,0,5,0,0,0,0,1,0,3,0,0,0,0,3,3,3
262,2,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,1,1,1
263,2,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,3.5,0,1,0,3,1,0,0,0,1,1,1
309,1,0,1,0,0,0,0,0,2000,0,0,0,0,0,4,0,0,0,0,1,0,3,0,999,0,0,3,3,3
413,2,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,1,1,1
414,1,0,1,0,0,0,0,0,4000,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,1,3,3,3
464,1,0,1,0,0,0,0,0,2700,0,0,0,0,0,7,0,0,0,0,1,0,2,1,1,0,0,3,3,3
462,1,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,1,0,2,0,999,0,0,3,3,3
463,1,0,1,0,0,0,0,0,2600,0,0,0,0,0,4,0,0,0,0,1,0,2,0,999,0,0,3,3,3
62,1,0,1,0,0,0,0,0,3800,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,1,1,3
63,2,0,0,0,0,1,0,0,0,0,0,2300,0,0,0,0,0,1,0,1,0,3,1,1,0,0,2,2,2
64,0,0,0,0,0,1,0,0,0,0,0,1500,0,0,0,0,0,2,0,1,0,3,1,1,1,0,1 ,1 ,1 
65,4,0,1,0,0,1,0,0,0,0,0,3000,0,0,2.5,0,0,3,0,1,2.5,3,1,1,0,0,2,2,3
68,1,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,0,0,0,0,3,0,999,0,0,1,1,3
69,1,0,0,0,1,0,0,0,0,0,2400,0,0,0,0,0,2.5,0,0,0,0,3,1,1,0,0,3,3,3
70,3,0,1,0,0,0,0,0,2000,0,0,0,0,0,3,0,0,0,0,0,0,3,1,1,0,0,2,2,3
71,1,1,1,0,0,0,0,3000,4000,0,0,0,0,1.5,1.5,0,0,0,0,1,0,3,1,0,0,0,1,3,3
72,1,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,0,1,0,3,1,1,0,1,2,1,3
73,1,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,1,0,3,1,1,0,0,3,3,3
109,1,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,3,0,1,0,3,0,0,0,0,3,3,3
109,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,2,0,1,0,3,1,1,0,1,3,3,3
110,1,1,0,0,1,0,0,3000,0,0,2000,0,0,1.5,0,0,1.5,0,0,1,0,3,0,999,0,0,1,2,3
111,1,1,1,0,0,0,0,3000,3000,0,0,0,0,0.75,0.75,0,0,0,0,1,0,3,0,999,0,0,1,1,3
112,1,1,0,0,1,0,0,3600,0,0,2000,0,0,1.5,0,0,1.5,0,0,1,0,3,0,999,0,0,1,3,3
113,2,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,3,0,0,1,0,3,0,999,0,0,1,1,1
114,2,1,1,0,0,0,0,999,999,0,0,0,0,1,1,0,0,0,0,1,0,3,0,999,0,0,2,3,3
115,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,2.5,0,1,0,3,1,1,0,1,1,2,3
116,2,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,0,1,0,3,1,1,0,1,3,3,3
200,2,1,1,0,1,0,0,5000,5000,0,3200,0,0,0.25,0.25,0,2,0,0,1,0,3,1,1,0,0,3,3,3
201,1,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,4,0,999,0,3,1,1,0,0,999,999,1
202,2,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,1.5,0,1,0,3,1,0,0,0,1,1,1
203,2,0,1,0,0,1,0,0,7000,0,0,2500,0,0,3.5,0,0,3.5,0,1,0,3,1,1,0,0,1,1,1
204,4,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,1,0,3,1,0,0,0,999,3,3
205,2,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,999,0,0,2,2 ,3
250,4,0,1,0,0,0,0,0,2500,0,0,0,0,0,10,0,0,0,,1,0,3,1,0,0,0,3,3,3
251,1,1,1,0,0,0,0,3000,2800,0,0,0,0,1.8,1.8,0,0,0,,1,0,3,1,1,0,0,3,3,3
252,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,,1,0,3,1,0,0,0,3,2,3
253,3,0,1,0,1,0,,0,2500,0,3000,0,0,0,2,0,2,0,,1,0,2,1,1,1,0,3,3,3
254,2,0,1,0,0,0,,0,3000,0,0,0,0,0,10,0,0,0,,1,0,3,1,1,0,0,3,3,3
331,2,1,0,0,0,0,0,3800,0,0,0,0,0,3,0,0,0,0,0,1,0,3,999,999,0,0,1,1 ,3
332,1,0,1,0,0,0,0,0,2800,0,0,0,0,0,2,0,0,0,0,1,0,3,999,999,0,0,1,1 ,3
369,2,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,0,1,0,3,0,999,1,0,3,3,3
381,1,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,1,1 ,1
382,1,0,1,0,0,0,0,0,2500,0,0,0,0,0,2.5,0,0,0,0,1,0,3,0,999,1,0,1,1 ,1
390,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999
443,2,1,0,0,0,0,0,5500,0,0,0,0,0,3,0,0,0,0,0,1,0,3.5,0,0,0,0,3,3,3
445,1,0,1,0,0,0,0,0,4000,0,0,0,0,0,1.5,0,0,0,0,1,0,3,1,0,0,0,2,2,3
42,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,3,3,3
43,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,0,1,0,3,3,3
44,2,0,1,0,0,0,0,0,3200,0,0,0,0,0,3,0,0,0,0,1,0,3,1,1,1,0,3,3,3
45,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,3,0,999,0,1,1,1,3
45,1,0,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,4.5,1,0,3,0,1,0,0,1,1,1
46,2,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,3,0,0,0,3,1,1,0,1,1,1,1
46,1,0,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,6,1,0,3,0,0,1,0,1,1,1
47,2,0,0,0,0,1,0,0,0,0,0,2600,0,0,0,0,0,7,0,0,0,3,0,999,0,1,3,2,3
47,2,0,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,3,1,0,3,1,1,1,0,3,3,3
48,0,0,1,0,0,1,0,0,4000,0,0,3000,0,0,999,0,0,3,0,1,0,3,1,1,0,1,3,3,3
48,2,0,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,1.5,1,0,3,1,1,0,0,2,3,3
49,2,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,7,0,1,0,3,1,0,0,1,3,3,3
54,1,0,1,0,0,0,0,0,2500,0,0,0,0,0,1,0,0,0,0,1,6,3,0,1,0,0,3,3,3
55,5,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,6,0,1,0,3,0,0,0,0,3 ,3,3
56,1,0,1,0,0,0,0,0,2500,0,0,0,0,0,2,0,0,0,0,1,0,3,1,1,0,0,3 ,3 ,3
57,2,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,1,0,3,1,1,0,1,3,3,3
256,3,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,1,0,3,0,999,0,0,2,2,3
257,3,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,3,0,999,0,1,1,1,3
258,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,999,0,3,0,999,0,0,1,2,3
259,2,0,1,0,0,0,0,0,2500,0,0,0,0,0,1.5,0,0,0,0,1,0,3,0,999,0,0,3,3,3
320,2,0,1,0,0,1,0,0,4500,0,0,2000,0,0,1.5,0,0,1.5,0,1,0,3,0,0,1,0,3,3,3
321,2,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,3,0,1,0,3,0,0,0,0,1,1,1
322,2,0,1,0,0,1,0,0,4000,0,0,2000,0,0,1.5,0,0,1.5,0,1,0,3,0,0,0,0,1,1,3
323,2,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,1,0,1,0,3,0,0,0,0,2,2,3
324,3,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,2,0,1,0,3,0,0,0,0,2,2,2
325,2,1,0,0,0,0,0,3500,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,1,0,1,3,3
330,2,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,0,1,1 ,3
333,1,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,2,0,1,0,3,0,999,0,0,2,2,3
336,2,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,0,0,3,3,3
361,1,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,1,0,3,0,999,1,1,1,1,1
362,1,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,1.5,0,1,0,3,0,1,0,0,2,1,1
363,2,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,2.5,0,1,0,3,0,1,1,0,2,3,3
364,1,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,1,0,3,1,1,0,1,2,2,2
365,2,0,0,0,0,1,0,0,0,0,0,2000,0,0,0,0,0,1,0,1,0,3,0,1,0,0,1,1,1
371,1,0,1,0,0,0,0,0,2500,0,0,0,0,0,5,0,0,0,0,1,0,3,0,999,0,0,1,1,3
372,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,0,0,3,0,999,0,0,1,1,1
373,2,0,1,0,0,0,0,0,2600,0,0,0,0,0,1.5,0,0,0,0,0,0,3,999,999,0,0,2,1,2
374,2,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,1,0,3,0,999,0,0,3,3,2
387,1,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,4,0,0,1,0,3,0,0,1,0,1,1,1
388,2,0,0,0,0,1,0,0,0,0,0,3400,0,0,0,0,0,3,0,1,0,3,0,0,1,0,1,2,2
408,5,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,4,0,1,0,3,1,1,0,0,1,1,3
410,1,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,2,0,1,0,3,1,0,0,0,2,1,3
11,1,1,1,0,0,0,0,5000,4000,0,0,0,0,3,3,0,0,0,0,1,0,4,1,1,1,1,2,2,1
12,3,0,1,0,0,1,0,0,3400,0,0,2500,0,0,3,0,0,4,0,1,0,3,0,999,0,1,1,1,3
15,3,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,1,0,2,2,2
16,2,0,1,0,0,0,0,0,3000,0,0,0,0,0,5,0,0,0,0,1,0,3,0,1,0,0,3,3,999
17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,999,0,0,3,3,3
18,3,1,0,0,0,0,0,2500,0,0,0,0,0,5,0,0,0,0,0,1,0,3,1,1,0,0,3,3,3
121,1,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,4,0,1,0,3,1,1,0,0,3,3,3
122,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,1,3,3,3
123,1,0,1,0,0,0,0,0,3000,0,0,0,0,0,1.5,0,0,0,0,1,0,3,0,999,0,0,2,2,3
124,0,0,1,0,0,0,0,0,6000,0,0,0,0,0,5,0,0,0,0,1,0,3,0,999,0,0,3,3,3
125,1,0,1,0,1,0,0,0,6000,0,3000,0,0,0,,0,,0,0,1,0,3,1,1,0,0,1,3,3
126,2,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,0,0,1,0,3,1,0,0,0,2,3,3
130,1,0,1,0,0,0,0,0,3000,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,2,3
131,2,0,1,0,0,0,0,0,3500,0,0,0,0,0,3,0,0,0,0,1,0,2,0,999,1,1,3,3,3
132,2,0,1,0,0,0,1,0,5000,0,0,0,3000,0,3,0,0,0,1,1,0,3,1,1,0,0,3,3,3
133,2,0,1,0,0,0,0,0,3000,0,0,0,0,0,3,0,0,0,0,1,0,3,1,1,0,1,2,2,2
143,1,1,0,0,0,0,0,4800,0,0,0,0,0,3,0,0,0,0,0,1,1,3,1,1,0,0,3,3,3
144,1,1,0,0,0,0,0,4000,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,3,3,3
144,2,0,1,0,0,1,0,0,5000,0,0,3000,0,0,1.5,0,0,1.5,0,1,0,3,1,999,1,0,2,2,2
145,3,0,1,0,0,0,0,0,6000,0,0,0,0,0,5,0,0,0,0,1,0,3,1,1,1,0,3,3,3
146,2,0,1,0,0,0,0,0,5500,0,0,0,0,0,10,0,0,0,0,1,0,3,0,0,1,0,3,3,3
146,1,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,0,1,0,3,0,0,0,1,1,1,3
149,2,0,1,0,0,0,0,0,3000,0,0,0,0,0,2.5,0,0,0,0,0,0,3,0,999,0,1,2,1,3
150,2,0,1,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,7,3,0,999,0,1,3,3,3
151,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,1.5,0,0,0,3,1,1,0,1,3,3,3
152,2,0,1,0,0,0,0,0,5000,0,0,0,0,0,4,0,0,0,0,1,0,3,1,0,0,1,3,3,3
218,1,0,0,0,0,1,0,0,0,0,0,2800,0,0,0,0,0,3,0,1,0,3,1,1,0,1,2,3,3
219,3,0,0,0,0,1,0,0,0,0,0,5000,0,0,0,0,0,2,0,1,0,3,1,1,0,1,3,3,3
220,1,0,0,0,0,1,0,0,0,0,0,3200,0,0,0,0,0,3,0,1,0,3,1,1,0,1,2,3,3
221,3,0,0,0,0,1,0,0,0,0,0,3500,0,0,0,0,0,3,0,1,1,3,1,1,0,0,2,2,3
223,2,0,0,1,0,0,0,0,0,4500,0,0,0,0,0,3,0,0,0,1,0,3,1,1,0,0,1,2,3
224,2,0,0,0,0,1,0,0,0,0,0,2500,0,0,0,0,0,3,0,1,0,3,0,0,0,1,1,1,3
225,1,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,0.5,0,0,0,3,1,1,0,0,2,1,3
226,2,0,0,0,0,1,0,0,0,0,0,3000,3,0,0,0,0,3,0,0,0,3,1,1,1,0,1,1,3
227,1,0,0,0,0,1,0,0,0,0,0,3000,0,0,0,0,0,2,0,1,0,3,1,1,0,0,3,2,3
228,2,0,0,0,1,0,0,0,0,0,2200,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,2,2,2
269,1,0,0,0,0,1,0,0,0,0,0,2500,0,0,2,0,0,0,0,1,0,3,0,1,0,0,1,1,3
